epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1
1,1.4421342180828953,0.9912105778459112,0.5626006081201932,0.7112842304060434,0.49389360326826554,0.6139074721827401
2,0.8638426699124089,0.7913765657387104,0.7528170273654087,0.7693578847969783,0.7034573072091423,0.6920013547344984
3,0.7231497279733308,0.6862059434254965,0.8016455016991594,0.800519357884797,0.7703241213942151,0.7253078111112424
4,0.6418461584806059,0.6494179814631811,0.8254784475049186,0.8047686496694996,0.8038065317938359,0.739085067616318
5,0.5801465297359364,0.616355182034886,0.8421123233768557,0.8198772426817753,0.8242900690155786,0.7570282931291822
6,0.5521797933746506,0.6082805925883472,0.8521284206760865,0.8021718602455147,0.8386586263904046,0.7553767325660613
7,0.5237291300793577,0.6112099505742842,0.8592380611697371,0.8045325779036827,0.8485956202747285,0.7647090832473206
8,0.5040474459408989,0.569910583062567,0.8667948488642461,0.8231822474032106,0.8567817031705215,0.7781324380287685
9,0.4837471112606244,0.549335806689474,0.872876050795922,0.8340415486307837,0.8645217651661935,0.7933510532501992
10,0.46984940772618616,0.5407342808540977,0.8759613664818459,0.8378186968838527,0.8695093744760647,0.8092299216356497
11,0.45388563717441427,0.5771528524861119,0.8785101055267394,0.8293201133144475,0.8726209168513908,0.7731957887261234
12,0.4452379542585989,0.5576211076345896,0.8812824181720622,0.8302644003777149,0.8756575569447899,0.8125994680565047
13,0.43598873208874434,0.5541627708896362,0.8842335896977285,0.8316808309726157,0.8795376807633648,0.8069244734546391
14,0.43162416137836207,0.5421899089623133,0.8836522983366124,0.8463172804532578,0.8796677312979447,0.8304318194390662
15,0.4285370701968275,0.5361730602813481,0.8835181541763548,0.8406515580736544,0.8791268024801994,0.8294124974348763
16,0.4167358262544027,0.5853312308614241,0.8870506170631371,0.8170443814919736,0.8831645115645778,0.807288209794455
17,0.40769826247022184,0.5237280245803515,0.8894204972276873,0.8517469310670444,0.8851011410116078,0.8431770185361795
18,0.4015347255063044,0.5183371903095131,0.8912985154712931,0.8491501416430595,0.8884704656283685,0.8333061913588743
19,0.3985873712898047,0.5327608994049099,0.894383831157217,0.8404154863078376,0.8924600347151842,0.827875544157647
20,0.39598900287613165,0.5500633087575548,0.8939366839563584,0.8364022662889519,0.8908578244623557,0.8277089708318824
21,0.3939846921768796,0.5401812434351253,0.8920586657127526,0.8378186968838527,0.8892361838911027,0.8288162481011602
22,0.38751057926795285,0.5426922022330736,0.8943391164371312,0.8482058545797923,0.8924324879786152,0.8366868372047002
23,0.38240659905874413,0.5519656185632373,0.896798426041853,0.8371104815864022,0.8937295631784035,0.8222383888534511
24,0.38507773527154937,0.5566480193318794,0.895278125558934,0.8314447592067988,0.8932681081480509,0.8150629845285162
25,0.3733847990160316,0.5464302651035381,0.8996154534072617,0.8375826251180358,0.8973317482083919,0.8271228677539156
