result_set,feature_set,protocol,family,model,activity_group,support,recall
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_attn_adj_resbn,jump,753,0.897742363877822
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,10734,0.8441401155207751
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_attn_adj_resbn,posture,8763,0.9391760812507133
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_attn_adj_resbn,stairs,3422,0.9266510812390415
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_res,household,6446,0.8364877443375737
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_res,jump,753,0.650730411686587
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_res,locomotion,10734,0.8549468977082169
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_res,posture,8763,0.9492183042337099
canonical_protocol_only_v3,acc16_hr,loso,deep,improved_gnn_lstm_res,stairs,3422,0.9178842781998832
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,household,1331,0.9917355371900827
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,jump,153,1.0
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,2062,0.997090203685742
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,posture,1781,0.9955081414935429
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,stairs,697,0.9928263988522238
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_res,household,1331,0.9902329075882795
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_res,jump,153,1.0
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_res,locomotion,2062,0.995635305528613
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_res,posture,1781,0.9966311061201573
canonical_protocol_only_v3,acc16_hr,random_holdout,deep,improved_gnn_lstm_res,stairs,697,0.9913916786226685
