result_set,feature_set,family,model,test_subject,n_test_classes,accuracy,balanced_accuracy,macro_f1,weighted_f1
canonical_protocol_only,acc16_hr,baseline,knn_k5,103,,0.8105612998522895,0.8131193046516766,0.5443931748341976,0.8185514844968822
canonical_protocol_only,acc16_hr,baseline,knn_k5,104,,0.7949430397332592,0.7968767928836611,0.6626114953706196,0.7961879118299614
canonical_protocol_only,acc16_hr,baseline,knn_k5,105,,0.8368744098205855,0.8197217534665571,0.828298732474857,0.8357882500310305
canonical_protocol_only,acc16_hr,baseline,knn_k5,106,,0.8525855415487522,0.7796807432594489,0.7811061213572339,0.8533855834358116
canonical_protocol_only,acc16_hr,baseline,knn_k5,107,,0.86508155930329,0.8304617849586758,0.7740096465925091,0.8641569642828312
canonical_protocol_only,acc16_hr,baseline,knn_k5,108,,0.7924435721295388,0.7776872898435944,0.7797713652112575,0.7894721305906938
canonical_protocol_only,acc16_hr,baseline,knn_k5,109,,0.6632653061224489,1.0,0.1139351446099912,0.7975460122699387
canonical_protocol_only,acc16_hr,baseline,random_forest,101,,0.7746587689930466,0.7697908722523743,0.7568456652632939,0.7602648433004001
canonical_protocol_only,acc16_hr,baseline,random_forest,102,,0.8241758241758241,0.8143135426321462,0.8091207946905379,0.8187491494465287
canonical_protocol_only,acc16_hr,baseline,random_forest,103,,0.9110044313146234,0.9117493692274784,0.7252591375176795,0.9170744368446788
canonical_protocol_only,acc16_hr,baseline,random_forest,104,,0.7596554598499583,0.7733559652144586,0.6274965458620146,0.7530942720452629
canonical_protocol_only,acc16_hr,baseline,random_forest,105,,0.8954202077431539,0.885959675504655,0.8884028337631401,0.8968050405236523
canonical_protocol_only,acc16_hr,baseline,random_forest,106,,0.853357344996141,0.7843656790968473,0.7744691234662614,0.8559180251226719
canonical_protocol_only,acc16_hr,baseline,random_forest,107,,0.8869228642521426,0.8701627528358459,0.8032710039486037,0.8885526973165907
canonical_protocol_only,acc16_hr,baseline,random_forest,108,,0.9259077526987244,0.9085703051494016,0.9091272800276397,0.9278460872884068
canonical_protocol_only,acc16_hr,baseline,random_forest,109,,0.826530612244898,1.0,0.1810055865921787,0.905027932960894
