dataset,feature_set,window_type,task,sessions,processed_dataset_dir,variant_name,eval_protocol,model,eval_unit,n_samples,n_eval_samples,n_folds,runtime_sec,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,n_nodes,node_feat_dim,standardize_input,class_balanced_loss,label_smoothing,lr,optimizer,weight_decay,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,subject_macro_accuracy_mean,subject_macro_accuracy_std,subject_macro_f1_mean,subject_macro_f1_std
pamap2,acc16_gyro,overlapping,protocol12,protocol,data\processed\canonical_protocol_only\pamap2\acc16_gyro\overlapping,v3_residual_arch,loso,improved_gnn_lstm_attn_adj_resbn,sequence,30118,30118,9,3704.3760044574738,11821254,11821254,0,45.094505310058594,21,23,False,False,0.0,0.0003,adam,0.0,0.8779135400757022,0.8765656958616953,0.8809793616502438,0.8805329897543615,0.8907405184325307,0.8765656958616953,0.8922270049335508,0.08257399713678856,0.7184690361809057,0.2535112002604163
