"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","30118","30118","9","1162.1204419136047","928753","928753","0","3.5429115295410156","22","23","0.8891692675476459","0.8841602268249685","0.8854896953656567","0.8891585782467433","0.8892408502657164","0.8841602268249685","0.8582745519781554","0.10847999365887541","0.7245011543728097","0.26327966344403614","acc16_gyro_hr","overlapping","protocol12","protocol"
