"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","lstm","window","30199","30199","9","204.32356190681458","216908","216908","0","0.8274383544921875","21","23","0.7113811715619722","0.7090524842094094","0.7065908778551201","0.7100257574784734","0.7200952188277507","0.7090524842094094","0.7268241175502177","0.15200799815415644","0.5672518044278191","0.23115771796765325","acc16_gyro","overlapping","protocol12","protocol"
