dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate
pamap2,lstm,window,9,0.4754175117057853,0.9582896348817033,0.30096698549064466,0.057363293773537355,0.05173852063053666,0.6666666666666666,0.1111111111111111,0.2222222222222222
