epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1
1,1.5568822723043916,1.263806263176803,0.4856482715720252,0.4519136408243376,0.4121794515450048,0.387071037819821
2,0.9366799304615198,1.202826230869911,0.7079445481205012,0.5225711481844946,0.6508523220920176,0.43105574718612183
3,0.7843568662765301,1.1575979805086265,0.7545099084688528,0.46957801766437685,0.7124385948246115,0.44569925499528273
4,0.711135939964663,1.4005533772666041,0.7736603572380698,0.4511776251226693,0.7397856905942305,0.4141062789014675
5,0.6675501760933904,1.726123875443905,0.79227761485826,0.39131501472031405,0.7644370390830061,0.35377737489953476
6,0.6334839849422045,1.436231422237138,0.8043188483071181,0.4560843964671246,0.7812590985938787,0.4260420423841122
7,0.6038537306022,1.7832823267043865,0.8133386652448236,0.47252208047105004,0.79470562663092,0.42272029378474546
8,0.5792737331356905,1.6483347457454296,0.8193370656713765,0.4977919528949951,0.8026130463333384,0.4333527950572558
9,0.5701312764182701,1.5988933158575962,0.8236025948635919,0.4524043179587831,0.8082671216551054,0.42531072791628555
10,0.533814102138486,1.5860282118350881,0.8350662045676709,0.45215897939156036,0.821667605348154,0.43000443340249644
11,0.5337725902709666,1.8489923106910435,0.8360881542699724,0.4916584887144259,0.8230338978710319,0.41896326382036225
