dataset,feature_set,window_type,task,sessions,processed_dataset_dir,variant_name,eval_protocol,model,eval_unit,n_samples,n_eval_samples,n_folds,runtime_sec,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,n_nodes,node_feat_dim,standardize_input,class_balanced_loss,label_smoothing,lr,optimizer,weight_decay,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,subject_macro_accuracy_mean,subject_macro_accuracy_std,subject_macro_f1_mean,subject_macro_f1_std
pamap2,acc16_gyro,overlapping,protocol12,protocol,data\processed\canonical_protocol_only\pamap2\acc16_gyro\overlapping,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,30118,30118,9,3722.3862569332123,11820813,11820813,0,45.09282302856445,21,23,False,False,0.0,0.0003,adam,0.0,0.868882395909423,0.8622771488995373,0.856994610657502,0.8712805333587815,0.8585660757889321,0.8622771488995373,0.8471272529563331,0.13167313866716152,0.7041768751958164,0.2782683050791581
