dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate,artifact_dir
pamap2,improved_gnn_lstm_attn_adj_resbn,sequence,9,0.4109525385141767,0.9323207197262922,0.2123834115343228,0.0415495011189694,0.0537820634788632,0.3333333333333333,0.2222222222222222,0.3333333333333333,results\canonical_protocol_only_v3\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj_resbn\sequence
pamap2,improved_gnn_lstm_res,sequence,9,0.4394307912581005,0.8894798862317614,0.2457447963499178,0.0011406524724783,0.061645500737725,0.5555555555555556,0.3333333333333333,0.2222222222222222,results\canonical_protocol_only_v3\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_res\sequence
