dataset,model,eval_unit,fold,test_subject,validation_subject,best_epoch,last_epoch,early_stop_metric,early_stop_mode,train_loss_at_best,val_loss_at_best,train_acc_at_best,val_acc_at_best,train_macro_f1_at_best,val_macro_f1_at_best,test_acc,test_macro_f1,test_balanced_accuracy,train_val_loss_gap_at_best,train_val_acc_gap_at_best,train_val_macro_f1_gap_at_best,val_test_macro_f1_gap,val_macro_f1_drop_best_to_last,overfit_risk_score,overfit_flag_f1_gap_gt_0_15,overfit_flag_val_drop_gt_0_10,overfit_flag_val_test_gap_gt_0_15
pamap2,lstm,window,1,101,102,17,25,val_macro_f1,max,0.21878103286887604,1.776264296467524,0.9377165744115926,0.5943833943833944,0.9347290395856417,0.5480146109173504,0.5256245171259336,0.4714802639781923,0.5321748108626908,1.557483263598648,0.34333318002819824,0.3867144286682913,0.07653434693915806,0.04438869206908591,0.5076374676765353,True,False,False
pamap2,lstm,window,2,102,103,4,12,val_macro_f1,max,0.47629137821005113,0.4692684807367568,0.8642075568473243,0.871861152141802,0.8512054716670355,0.5789018419673445,0.5042735042735043,0.5102328257901664,0.5483473938684437,-0.007022897473294321,-0.007653595294477733,0.272303629699691,0.06866901617717813,0.0033135608233110236,0.3442862067001802,True,False,False
pamap2,lstm,window,3,103,104,6,14,val_macro_f1,max,0.4304824127996066,1.2752513808735744,0.8757324627490374,0.6982495137538205,0.8639996683405182,0.5459041342301824,0.8245937961595273,0.5340456466724667,0.7823047674508421,0.8447689680739678,0.17748294899521688,0.31809553411033586,0.01185848755771568,0.12025098320474481,0.45020500487279635,True,True,False
pamap2,lstm,window,4,104,105,20,28,val_macro_f1,max,0.22588445277935573,0.6089860964733562,0.9351189411554284,0.8408876298394712,0.9308225833461078,0.8236209059515861,0.6171158655181995,0.49838626035556133,0.6408502976308121,0.38310164369400046,0.09423131131595719,0.10720167739452169,0.3252346455960248,0.08145582153062036,0.5138921445211668,False,False,True
pamap2,lstm,window,5,105,106,3,11,val_macro_f1,max,0.6962488493445905,0.7223937800343373,0.782161623482515,0.8062773347054284,0.7279166250821997,0.7442097718732176,0.7825779036827195,0.7396260306124205,0.7376766649383494,0.02614493068974677,-0.02411571122291345,-0.0162931467910179,0.004583741260797081,0.03598784185907511,0.04057158311987219,False,False,False
pamap2,lstm,window,6,106,107,14,22,val_macro_f1,max,0.2558217363174751,0.7583022153765614,0.9253580083718881,0.7918164224495439,0.9231397083478684,0.7157085508064142,0.8546436840751223,0.7767346410966255,0.7819084878763425,0.5024804790590862,0.13354158592234422,0.20743115754145425,-0.06102609029021133,0.036934754456672714,0.24436591199812696,True,False,False
pamap2,lstm,window,7,107,108,1,9,val_macro_f1,max,1.443033088776924,1.0703134502817067,0.5142628632364703,0.6368989205103042,0.43237344334586875,0.5222343965670614,0.6768039811998894,0.5382161400957273,0.6358997916697223,-0.3727196384952174,-0.12263605727383387,-0.08986095322119264,-0.01598174352866588,0.15879258686019287,0.15879258686019287,False,True,False
pamap2,lstm,window,8,108,109,30,30,val_macro_f1,max,0.19751990823305993,0.42975205183029175,0.9428626320845341,0.8979591836734694,0.9406783990672901,0.07885304659498209,0.4396467124631992,0.408632256396325,0.46486185593386975,0.23223214359723182,0.04490344841106475,0.8618253524723081,-0.3297792098013429,0.0,0.8618253524723081,True,False,False
pamap2,lstm,window,9,109,101,10,18,val_macro_f1,max,0.3211538003301064,1.0387235189026052,0.9117400259363796,0.7218645377285604,0.9046275801431665,0.7145076720519064,0.5306122448979592,0.05777777777777778,0.5306122448979592,0.7175697185724987,0.1898754882078192,0.19011990809126011,0.6567298942741285,0.060102123638047344,0.906951926003436,True,False,True
