dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate
pamap2,lstm,window,9,0.44761424269162386,0.906951926003436,0.2486152875517391,0.08186923202053135,0.06013626271575001,0.6666666666666666,0.2222222222222222,0.2222222222222222
