dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate
pamap2,cnn,window,9,0.45018519942084034,0.9114346376421295,0.28518804728943237,0.0348632675022196,0.04776375823083038,0.6666666666666666,0.1111111111111111,0.2222222222222222
