dataset,feature_set,window_type,task,sessions,processed_dataset_dir,variant_name,eval_protocol,model,eval_unit,n_samples,n_eval_samples,n_folds,runtime_sec,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,n_nodes,node_feat_dim,standardize_input,class_balanced_loss,label_smoothing,lr,optimizer,weight_decay,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,subject_macro_accuracy_mean,subject_macro_accuracy_std,subject_macro_f1_mean,subject_macro_f1_std
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,data\processed\canonical_protocol_only\pamap2\acc16_gyro_hr\overlapping,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,30118,30118,9,3609.9928045272827,11903373,11903373,0,45.40776443481445,22,23,False,False,0.0,0.0003,adam,0.0,0.8757885649777541,0.8787535315312064,0.8756701946545915,0.8775399800961798,0.8760963478511027,0.8787535315312064,0.8926854373908095,0.07290693738920397,0.7158119659884215,0.2519898346941749
