epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1
1,0.34194830714465874,0.23445713129374685,0.9039855072463768,0.9462305986696231,0.9005056948259865,0.8554255046652856
2,0.19309925407710488,0.3169854128933455,0.9473312124425592,0.9254434589800443,0.9457257402856097,0.8274593145511139
3,0.14894801857820344,0.2179575463765276,0.9591728525980912,0.9512195121951219,0.9576000719265668,0.8453766401569608
4,0.1306442670386183,0.38256568062988944,0.9642099681866384,0.9215631929046563,0.9629210505222456,0.8225758339005959
5,0.1118292434048204,0.7221193816678508,0.9697331212442559,0.8375831485587583,0.969011818263055,0.745859110017463
6,0.09388636583008053,0.2921248039170303,0.9737539766702015,0.9293237250554324,0.9727554142688789,0.8416275091639572
7,0.08539845559049099,0.7841269079689303,0.976272534464475,0.8536585365853658,0.9752660934234619,0.7668379186283382
8,0.07448890304012495,0.6486743564579418,0.9786143513609049,0.8497782705099778,0.9781826073904494,0.7700966564826798
9,0.06558519749995272,0.32299817334237996,0.9806026864616473,0.948170731707317,0.9802564917925999,0.8616572208233689
10,0.04432949419297865,0.20528464243831418,0.986744432661718,0.9545454545454546,0.9866987213032147,0.8653502939794379
11,0.03482527144266175,0.3515734976990805,0.98966065747614,0.9024390243902439,0.9895630010985287,0.8181246589187546
12,0.03662582646496859,0.28477514742700477,0.9887327677624602,0.9542682926829268,0.9888756247226113,0.8593307543426634
13,0.030237362788063507,0.41279003195707936,0.9900583244962884,0.9201773835920177,0.9902331067239802,0.8325379069642719
14,0.03234305932604193,0.763104038905936,0.9908536585365854,0.893569844789357,0.9907188397622527,0.8097338735158995
15,0.02526283668679995,0.51736102306481,0.9927978084128667,0.9060421286031042,0.9930320269901455,0.8245507899559579
16,0.027373251024842723,0.2540831068145416,0.9920908448214917,0.9628603104212861,0.9919793805823027,0.8696759905027766
17,0.017677036441936078,0.3972490726475047,0.9951838105337575,0.9232261640798226,0.9951896824888645,0.8376406627772179
18,0.013807616383750583,0.39556322010007805,0.9959349593495935,0.9301552106430155,0.9959483827238599,0.8418603310741086
19,0.012551283643485513,0.47394751950909875,0.9957582184517497,0.9176829268292683,0.9958271386567605,0.8277689857473772
20,0.01311504643235024,0.7192641705486846,0.9958465889006716,0.8949556541019955,0.9960615131289406,0.807764295431391
21,0.013385576300979378,0.4320253728465567,0.9960233297985154,0.9467849223946785,0.9962512511075915,0.8513737320408467
22,0.011810465867101307,0.3820922151451177,0.9963768115942029,0.9517738359201774,0.9965891686292019,0.8581064896135899
23,0.008711704003497786,0.5593165544469029,0.9973488865323435,0.9185144124168514,0.9975848774847464,0.8290428123474491
24,0.006275402474001492,0.4940648253738346,0.9976139978791092,0.9259977827050998,0.9978023333498482,0.8364278288923398
