dataset,eval_protocol,model,eval_unit,fold,fold_subject,test_subject,validation_subject,n_train_windows,n_val_windows,n_test_windows,n_test_windows_raw,n_train_eval_samples,n_val_eval_samples,n_test_eval_samples,n_test_predictions,n_test_classes,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,artifact_dir
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,1,101,101,102,22221,4095,3883,3883,22158,4086,3874,3874,12,917574,917574,0,3.5002670288085938,0.8784202374806401,0.8790319402339009,0.884275557956379,0.8805375771591776,0.9110375132358016,0.8790319402339009,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,2,102,102,103,23396,2708,4095,4095,23333,2699,4086,4086,12,917574,917574,0,3.5002670288085938,0.7880567792462065,0.7567710582076169,0.7404854807433399,0.7762046620058187,0.8377876018594504,0.7567710582076169,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,3,103,103,104,23892,3599,2708,2708,23829,3590,2699,2699,8,917574,917574,0,3.5002670288085938,0.9003334568358652,0.8799307686079075,0.5960294641346803,0.9004300604006831,0.6129560927841813,0.5866205124052717,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,4,104,104,105,22364,4236,3599,3599,22301,4227,3590,3590,10,917574,917574,0,3.5002670288085938,0.8565459610027855,0.8587637698668974,0.6988962739973097,0.831864399415529,0.75890356283858,0.7156364748890812,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,5,105,105,106,22076,3887,4236,4236,22013,3878,4227,4227,12,917574,917574,0,3.5002670288085938,0.8933049444050154,0.8865442587480863,0.8961330417269044,0.8943516314105331,0.914228588347462,0.8865442587480863,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,6,106,106,107,22695,3617,3887,3887,22632,3608,3878,3878,12,917574,917574,0,3.5002670288085938,0.8674574522949974,0.7784892841766741,0.787288731710947,0.8731217598088901,0.8132195432896333,0.7784892841766741,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,7,107,107,108,22506,4076,3617,3617,22443,4067,3608,3608,11,917574,917574,0,3.5002670288085938,0.9631374722838136,0.9441494831360469,0.8729963050119506,0.9631377007775652,0.8833376927423392,0.8654703595413763,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,8,108,108,109,26025,98,4076,4076,25962,89,4067,4067,12,917574,917574,0,3.5002670288085938,0.6754364396360955,0.6205367810498182,0.5750169954319343,0.6545653496984394,0.6063358898021741,0.6205367810498182,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,9,109,109,101,26218,3883,98,98,26155,3874,89,89,1,917574,917574,0,3.5002670288085938,0.9775280898876404,0.9775280898876404,0.0823863636363636,0.9886363636363636,0.0833333333333333,0.0814606741573033,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,lstm,window,1,101,101,102,22221,4095,3883,3883,22221,4095,3883,3883,12,216908,216908,0,0.8274383544921875,0.6783414885397888,0.6775783245533323,0.6576209455338132,0.6562505019098201,0.6987197082278348,0.6775783245533323,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,2,102,102,103,23396,2708,4095,4095,23396,2708,4095,4095,12,216908,216908,0,0.8274383544921875,0.6336996336996337,0.6468257184669144,0.5966556366603449,0.5879495626284725,0.7018595375113216,0.6468257184669144,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,3,103,103,104,23892,3599,2708,2708,23892,3599,2708,2708,8,216908,216908,0,0.8274383544921875,0.8504431314623339,0.8332930280913555,0.5644515864212265,0.8539815333916808,0.5799638643086532,0.5555286853942369,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,4,104,104,105,22364,4236,3599,3599,22364,4236,3599,3599,10,216908,216908,0,0.8274383544921875,0.7413170325090302,0.7480166140080418,0.5876604757738574,0.7085612532645819,0.5659866639257993,0.6233471783400347,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,5,105,105,106,22076,3887,4236,4236,22076,3887,4236,4236,12,216908,216908,0,0.8274383544921875,0.8054768649669499,0.8142575724998179,0.8099292969331975,0.8086853933077247,0.8162928223884677,0.8142575724998179,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,6,106,106,107,22695,3617,3887,3887,22695,3617,3887,3887,12,216908,216908,0,0.8274383544921875,0.8152817082582969,0.7456814960946786,0.7396081233484891,0.8106887738265778,0.7498926997716908,0.7456814960946786,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,7,107,107,108,22506,4076,3617,3617,22506,4076,3617,3617,11,216908,216908,0,0.8274383544921875,0.8565109206524745,0.8048946300219075,0.7426374167579808,0.8415222129453119,0.8105598887507653,0.7378200775200819,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,8,108,108,109,26025,98,4076,4076,26025,98,4076,4076,12,216908,216908,0,0.8274383544921875,0.3746319921491658,0.3751769040836171,0.3333694250881294,0.3548882052112759,0.3597302394010064,0.3751769040836171,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,9,109,109,101,26218,3883,98,98,26218,3883,98,98,1,216908,216908,0,0.8274383544921875,0.7857142857142857,0.7857142857142857,0.0733333333333333,0.8799999999999999,0.0833333333333333,0.0654761904761904,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
