dataset,eval_protocol,model,eval_unit,n_samples,n_eval_samples,n_folds,runtime_sec,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,n_nodes,node_feat_dim,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,subject_macro_accuracy_mean,subject_macro_accuracy_std,subject_macro_f1_mean,subject_macro_f1_std,artifact_dir
pamap2,loso,improved_gnn_lstm,sequence,30118,30118,9,1331.6694946289062,917133,917133,0,3.498584747314453,21,23,0.8569958164552759,0.8592803381861253,0.8552880829951742,0.8582219454475948,0.857597602200788,0.8592803381861253,0.8762885686630728,0.1027385842335933,0.6968528840622696,0.2540130412365124,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,30118,30118,9,1249.8158819675446,917574,917574,0,3.5002670288085938,21,23,0.8492263762534032,0.8358025757965155,0.837030372022903,0.8499073984038298,0.8422904733333271,0.8358025757965155,0.8666912036747844,0.0911246613573445,0.6815009127055343,0.2540694465632199,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,gnn_flatten_lstm,sequence,30118,30118,9,763.7750363349915,454988,454988,0,1.7356414794921875,21,23,0.8346503751909158,0.8321172071063526,0.8250566844947079,0.8376539085878997,0.8290713698561083,0.8321172071063526,0.8552664397889939,0.1231037636820064,0.6781898976286705,0.257768162911898,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\gnn_flatten_lstm\sequence
pamap2,loso,gnn_lstm,sequence,30118,30118,9,1103.2878186702728,246412,246412,0,0.9399871826171876,21,23,0.8036390198552361,0.7941603578969058,0.7911822886951257,0.8057894879591626,0.7994643325472995,0.7941603578969058,0.8282801588603262,0.1740594626683081,0.6529652973663219,0.2736011938337861,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\gnn_lstm\sequence
pamap2,loso,gnn_learnable_adj,window,30199,30199,9,556.2286078929901,11333,11333,0,0.0432319641113281,21,23,0.7838007881055664,0.7527134936663248,0.7557433175646494,0.7869725091007594,0.7680752108171331,0.7527134936663248,0.7850510162648043,0.0951587589081432,0.6222227518832381,0.2323947458355481,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\gnn_learnable_adj\window
pamap2,loso,cnn,window,30199,30199,9,149.02674770355225,302188,302188,0,1.1527557373046875,21,23,0.7462498758237027,0.7443702540814631,0.7473971452904822,0.7490816780442384,0.761745000671934,0.7443702540814631,0.7594625392627822,0.1750974337084263,0.5974872218589584,0.2661470991572057,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\cnn\window
pamap2,loso,gnn_attention_adj,window,30199,30199,9,517.8638174533844,11333,11333,0,0.0432319641113281,21,23,0.7633696480015895,0.7332822686120632,0.7422770052562756,0.7646528067251676,0.7577018144010038,0.7332822686120632,0.7679331787424064,0.1461330401800354,0.6065154865547613,0.2561976449172283,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\gnn_attention_adj\window
pamap2,loso,gnn,window,30199,30199,9,553.2946109771729,10892,10892,0,0.0415496826171875,21,23,0.7466803536540945,0.7192114355267082,0.72917921249064,0.7477339137363767,0.7460198215546979,0.7192114355267082,0.7516653371453993,0.1384838711493025,0.5958515709533816,0.2398725935491767,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\gnn\window
pamap2,loso,lstm,window,30199,30199,9,204.32356190681455,216908,216908,0,0.8274383544921875,21,23,0.7113811715619722,0.7090524842094094,0.7065908778551201,0.7100257574784734,0.7200952188277507,0.7090524842094094,0.7268241175502177,0.1520079981541564,0.5672518044278191,0.2311577179676532,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\lstm\window
