result_set,feature_set,window_type,family,model,test_subject,accuracy,macro_f1,worst_activity,worst_activity_recall,worst_activity_support,dominant_confusion,dominant_confusion_count
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,109,0.4,0.19047619047619047,rope_jumping,0.4,40,rope_jumping -> running,23
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,101,0.8838409912235415,0.8852826748091635,sitting,0.5027322404371585,183,sitting -> standing,50
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,102,0.7624877571008815,0.706774391285533,running,0.041666666666666664,72,walking -> ascending_stairs,196
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,103,0.9384272997032641,0.9353198829874827,standing,0.7125,160,standing -> sitting,29
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,104,0.8629526462395544,0.7005426315422766,cycling,0.12994350282485875,177,cycling -> vacuum_cleaning,150
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,105,0.9223484848484849,0.9170150777656386,standing,0.5,172,standing -> ironing,36
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,106,0.9025270758122743,0.8501100838085246,vacuum_cleaning,0.75,164,standing -> sitting,45
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,107,0.9661862527716186,0.9641989648723189,vacuum_cleaning,0.8869047619047619,168,vacuum_cleaning -> ironing,15
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,108,0.687007874015748,0.5902120894276041,sitting,0.0446927374301676,179,sitting -> standing,168
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,deep,improved_gnn_lstm_res,109,0.0,0.0,rope_jumping,0.0,40,rope_jumping -> running,40
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,101,0.8002065049044915,0.8025930776761966,sitting,0.40273972602739727,365,vacuum_cleaning -> cycling,163
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,102,0.8859520313264807,0.8704405799931143,descending_stairs,0.44871794871794873,234,sitting -> ironing,80
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,103,0.9466469062615783,0.9460454445056301,standing,0.8871473354231975,319,sitting -> standing,22
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,104,0.8676880222841226,0.7045032235378237,standing,0.0987012987012987,385,standing -> descending_stairs,121
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,105,0.9134137686302342,0.9102408411957281,standing,0.7238372093023255,344,sitting -> standing,78
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,106,0.908457968024755,0.8346784194683452,rope_jumping,0.0,3,standing -> sitting,151
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,107,0.9553769401330376,0.9425027977551871,running,0.75,56,standing -> sitting,39
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,108,0.7516597000245882,0.6783385661916101,nordic_walking,0.0,450,nordic_walking -> sitting,439
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,109,1.0,1.0,rope_jumping,1.0,89,none,0
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,101,0.8709344346928239,0.8694546239109183,sitting,0.5753424657534246,365,sitting -> standing,85
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,102,0.7887909936368086,0.7821703617267765,walking,0.045364891518737675,507,walking -> ascending_stairs,474
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,103,0.924416450537236,0.6705167319379287,ironing,0.8692660550458715,436,ironing -> sitting,31
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,104,0.9256267409470752,0.7681909437515277,ironing,0.5681233933161953,389,ironing -> vacuum_cleaning,108
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,105,0.9037142181215992,0.9014036633841492,sitting,0.6291866028708134,418,sitting -> standing,106
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,106,0.8994326972666323,0.8209920128347461,rope_jumping,0.0,3,standing -> sitting,119
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,107,0.9484478935698448,0.93810535490146,standing,0.8229426433915212,401,standing -> sitting,71
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,108,0.7728055077452668,0.7421925086849027,ascending_stairs,0.07222222222222222,180,sitting -> standing,177
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,deep,improved_gnn_lstm_res,109,1.0,1.0,rope_jumping,1.0,89,none,0
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,101,0.8714506969540526,0.8773615226104278,vacuum_cleaning,0.5754189944134078,179,vacuum_cleaning -> cycling,70
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,102,0.7105778648383937,0.7046097898746798,walking,0.07480314960629922,254,walking -> ascending_stairs,233
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,103,0.8976261127596439,0.9007603756769633,sitting,0.7366071428571429,224,sitting -> standing,59
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,104,0.8941504178272981,0.8113650937431843,standing,0.44041450777202074,193,standing -> sitting,104
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,105,0.9512310606060606,0.9483428381688479,vacuum_cleaning,0.8947368421052632,190,vacuum_cleaning -> sitting,17
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,106,0.9112944816915935,0.8705207591945903,standing,0.5368421052631579,190,standing -> sitting,86
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,107,0.926829268292683,0.8935113044921024,nordic_walking,0.6830357142857143,224,nordic_walking -> running,68
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,108,0.5910433070866141,0.4998639615341613,nordic_walking,0.0,225,nordic_walking -> descending_stairs,190
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_attn_adj_resbn,109,1.0,1.0,rope_jumping,1.0,40,none,0
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,101,0.8998451213216314,0.8983379799114345,sitting,0.5519125683060109,183,sitting -> standing,50
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,102,0.7047012732615083,0.7012452574968046,nordic_walking,0.004310344827586207,232,walking -> ascending_stairs,206
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,103,0.870919881305638,0.6795418986524056,ascending_stairs,0.3875,80,standing -> ironing,34
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,104,0.8974930362116992,0.8104549033509275,sitting,0.35175879396984927,199,sitting -> standing,126
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,105,0.9142992424242424,0.9003425184958075,descending_stairs,0.5510204081632653,98,descending_stairs -> ascending_stairs,41
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,106,0.9040742650850954,0.8480585197034717,standing,0.5421052631578948,190,standing -> sitting,74
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,107,0.9456762749445676,0.8506666217488547,running,0.75,28,descending_stairs -> ascending_stairs,14
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,108,0.5625,0.464835750690473,nordic_walking,0.0,225,sitting -> standing,175
canonical_protocol_only_v3,acc16_hr,non_overlapping,deep,improved_gnn_lstm_res,109,1.0,1.0,rope_jumping,1.0,40,none,0
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,101,0.8198244708311823,0.8033829179479265,descending_stairs,0.28820960698689957,229,descending_stairs -> ascending_stairs,160
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,102,0.7165932452276065,0.7184193492790363,walking,0.15779092702169625,507,nordic_walking -> vacuum_cleaning,340
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,103,0.9051500555761393,0.7274930382925291,sitting,0.7790178571428571,448,sitting -> lying,99
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,104,0.8345403899721449,0.6842163222453066,standing,0.14805194805194805,385,standing -> sitting,307
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,105,0.8798202034539863,0.8697300994053544,vacuum_cleaning,0.5710526315789474,380,vacuum_cleaning -> ironing,116
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,106,0.9265085095410005,0.8460023414510283,rope_jumping,0.0,3,standing -> sitting,76
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,107,0.9603658536585366,0.8696932396477038,running,0.7857142857142857,56,vacuum_cleaning -> ironing,36
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,108,0.6715023358741087,0.6617978605416214,nordic_walking,0.0,450,ironing -> sitting,424
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,109,1.0,1.0,rope_jumping,1.0,89,none,0
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,101,0.8182756840474962,0.7961295588149992,rope_jumping,0.305,200,rope_jumping -> running,120
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,102,0.7351933431228586,0.7090376801198429,walking,0.021696252465483234,507,walking -> ascending_stairs,478
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,103,0.8873656909966654,0.598744236611212,sitting,0.7678571428571429,448,sitting -> standing,100
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,104,0.9323119777158775,0.7788818523798154,ironing,0.7634961439588689,389,ironing -> vacuum_cleaning,42
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,105,0.9143600662408328,0.911655473100932,sitting,0.7583732057416268,418,sitting -> standing,90
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,106,0.8880866425992779,0.8171901993311906,rope_jumping,0.0,3,standing -> sitting,144
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,107,0.9478935698447893,0.9370730346472672,running,0.7857142857142857,56,vacuum_cleaning -> ironing,52
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,108,0.4430784361937546,0.37944154813340925,nordic_walking,0.0,450,nordic_walking -> descending_stairs,439
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,109,0.9213483146067416,0.47953216374269003,rope_jumping,0.9213483146067416,89,rope_jumping -> running,7
