result_set,feature_set,window_type,protocol,family,model,activity_group,support,sensitivity,specificity,main_confusion,main_confusion_count
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,posture,925,0.9978378378378379,0.9961630695443645,posture -> household,2
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,stairs,335,0.991044776119403,0.9992523364485981,stairs -> household,2
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,household,598,0.9832775919732442,0.9991708126036484,household -> posture,9
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,jump,73,0.9726027397260274,0.9996595165134491,jump -> stairs,2
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,locomotion,1079,0.9972196478220574,0.9994821336095288,locomotion -> stairs,2
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,posture,925,0.9989189189189189,0.99568345323741,posture -> household,1
canonical_protocol_only_v3,acc16_gyro_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,stairs,335,0.9940298507462687,0.9981308411214953,stairs -> household,1
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,household,6446,0.9197952218430034,0.9763856032443393,household -> posture,276
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,jump,753,0.9030544488711819,0.9896134854418526,jump -> stairs,45
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,10734,0.8955654928265325,0.9780231118448205,locomotion -> posture,550
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,posture,8763,0.9169234280497547,0.9578553032076798,posture -> household,350
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,stairs,3422,0.9193454120397428,0.9803341324543002,stairs -> locomotion,87
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_res,household,6446,0.9137449581135588,0.9833981074687395,household -> posture,417
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_res,jump,753,0.8764940239043825,0.9984335092797548,jump -> stairs,58
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_res,locomotion,10734,0.9228619340413639,0.9836978951712753,locomotion -> stairs,739
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_res,posture,8763,0.952413557001027,0.9765394521189417,posture -> household,310
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,loso,deep,improved_gnn_lstm_res,stairs,3422,0.9228521332554062,0.9662121666167216,stairs -> locomotion,148
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,household,1331,0.990984222389181,0.9987215001065417,household -> posture,10
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,jump,153,1.0,0.9998296712655425,none,0
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,2062,0.9980601357904947,0.9997476022211005,locomotion -> stairs,2
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,posture,1781,0.99606962380685,0.9969361300966297,posture -> household,6
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,stairs,697,0.9956958393113343,0.9990613853951568,stairs -> posture,2
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,household,1331,0.990984222389181,0.9982953334753889,household -> posture,9
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,jump,153,1.0,0.999659342531085,none,0
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,locomotion,2062,0.9946653734238603,0.9989904088844018,locomotion -> stairs,7
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,posture,1781,0.99606962380685,0.9974074946971483,posture -> household,6
canonical_protocol_only_v3,acc16_gyro_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,stairs,697,0.9928263988522238,0.9981227707903135,stairs -> locomotion,3
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,household,3226,0.8840669559826411,0.9825763342637233,household -> locomotion,252
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,jump,373,0.8739946380697051,0.9905287544289997,jump -> locomotion,31
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,5378,0.8452956489401264,0.9628787095439976,locomotion -> stairs,637
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,posture,4353,0.9547438548127728,0.9863500373971578,posture -> household,139
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,stairs,1719,0.9668411867364747,0.9507126781695424,stairs -> locomotion,32
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_res,household,3226,0.8952262864228147,0.9747948913135414,household -> posture,331
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_res,jump,373,0.9436997319034852,0.9881439084219134,jump -> locomotion,8
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_res,locomotion,5378,0.8382298252138342,0.9919346499844897,locomotion -> stairs,453
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_res,posture,4353,0.9591086606937744,0.9504487658937921,posture -> household,167
canonical_protocol_only_v3,acc16_hr,non_overlapping,loso,deep,improved_gnn_lstm_res,stairs,1719,0.9173938336242001,0.9648162040510128,stairs -> locomotion,60
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,household,598,0.9899665551839465,0.9975124378109452,household -> posture,5
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,jump,73,1.0,1.0,none,0
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,1079,0.9990732159406858,0.9989642672190575,locomotion -> stairs,1
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,posture,925,0.9935135135135135,0.9976019184652278,posture -> household,5
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,stairs,335,0.991044776119403,0.9988785046728972,stairs -> locomotion,2
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,household,598,0.979933110367893,0.9987562189054726,household -> posture,10
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,jump,73,0.9863013698630136,0.9993190330268982,jump -> locomotion,1
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,locomotion,1079,0.9972196478220574,0.9989642672190575,locomotion -> jump,1
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,posture,925,0.9913513513513513,0.9947242206235012,posture -> stairs,5
canonical_protocol_only_v3,acc16_hr,non_overlapping,random_holdout,deep,improved_gnn_lstm_res,stairs,335,0.9940298507462687,0.9970093457943925,stairs -> household,1
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,household,6446,0.8762022959975179,0.9666272389320717,household -> posture,610
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,jump,753,0.897742363877822,0.997275668312617,jump -> stairs,49
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,10734,0.8441401155207751,0.9813763929013619,locomotion -> stairs,601
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,posture,8763,0.9391760812507133,0.9400608756731444,posture -> household,276
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_attn_adj_resbn,stairs,3422,0.9266510812390415,0.9692463290380582,stairs -> posture,133
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_res,household,6446,0.8364877443375737,0.9776529232848935,household -> posture,557
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_res,jump,753,0.650730411686587,0.9973437766048017,jump -> locomotion,163
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_res,locomotion,10734,0.8549468977082169,0.9566137020222865,locomotion -> stairs,1293
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_res,posture,8763,0.9492183042337099,0.9676422383516741,posture -> household,358
canonical_protocol_only_v3,acc16_hr,overlapping,loso,deep,improved_gnn_lstm_res,stairs,3422,0.9178842781998832,0.945272700029967,stairs -> locomotion,170
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,household,1331,0.9917355371900827,0.9987215001065417,household -> posture,8
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,jump,153,1.0,0.9998296712655425,none,0
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,locomotion,2062,0.997090203685742,0.9987380111055023,locomotion -> stairs,5
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,posture,1781,0.9955081414935429,0.9978788592976667,posture -> household,6
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_attn_adj_resbn,stairs,697,0.9928263988522238,0.9983104937112821,stairs -> locomotion,4
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,household,1331,0.9902329075882795,0.9980822501598124,household -> posture,10
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,jump,153,1.0,0.9998296712655425,none,0
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,locomotion,2062,0.995635305528613,0.9989904088844018,locomotion -> stairs,4
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,posture,1781,0.9966311061201573,0.9969361300966297,posture -> household,6
canonical_protocol_only_v3,acc16_hr,overlapping,random_holdout,deep,improved_gnn_lstm_res,stairs,697,0.9913916786226685,0.9986859395532195,stairs -> locomotion,4
