dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate
pamap2,gnn_lstm,sequence,9,0.41244485921578045,0.9190281558672139,0.20154911657120297,0.044763109029036706,0.06403136606685626,0.3333333333333333,0.2222222222222222,0.3333333333333333
