dataset,feature_set,window_type,task,sessions,variant_name,eval_protocol,model,eval_unit,fold,fold_subject,test_subject,validation_subject,n_train_windows,n_val_windows,n_test_windows,n_test_windows_raw,n_train_eval_samples,n_val_eval_samples,n_test_eval_samples,n_test_predictions,n_test_classes,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,standardize_input,class_balanced_loss,label_smoothing,lr,optimizer,weight_decay,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,1,101,101,102,22221,4095,3883,3883,22158,4086,3874,3874,12,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.8644811564274651,0.8679193766768548,0.8638180410294005,0.8619166958259227,0.8825108636007385,0.8679193766768548
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,2,102,102,103,23396,2708,4095,4095,23333,2699,4086,4086,12,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.6891825746451297,0.6913666366564925,0.65875868421513,0.6694768917306614,0.7876447483956585,0.6913666366564925
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,3,103,103,104,23892,3599,2708,2708,23829,3590,2699,2699,8,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.9399777695442757,0.9342794213778061,0.626350846878498,0.9402295071718786,0.6307930057334703,0.6228529475852039
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,4,104,104,105,22364,4236,3599,3599,22301,4227,3590,3590,10,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.8484679665738162,0.8562673555587909,0.6971222689550896,0.8350410098378239,0.7144952114247604,0.7135561296323257
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,5,105,105,106,22076,3887,4236,4236,22013,3878,4227,4227,12,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.8928317955997161,0.8928790963156857,0.8926884029724521,0.8918285637193333,0.8991376302230716,0.8928790963156857
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,6,106,106,107,22695,3617,3887,3887,22632,3608,3878,3878,12,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.9094894275399691,0.8389199489924121,0.8340432645816723,0.9110573492423657,0.836124603878971,0.8389199489924121
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,7,107,107,108,22506,4076,3617,3617,22443,4067,3608,3608,11,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.9659090909090909,0.9460432491363601,0.8743689673791842,0.96594021010597,0.8848312751227367,0.8672063117083301
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,8,108,108,109,26025,98,4076,4076,25962,89,4067,4067,12,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.7371526924022621,0.7280007089950135,0.6768044576179014,0.7084934446951439,0.762382483238274,0.7280007089950135
pamap2,acc16_gyro_hr,overlapping,protocol12,protocol,v2_norm_balanced_ls005,loso,improved_gnn_lstm_attn_adj,sequence,9,109,109,101,26218,3883,98,98,26155,3874,89,89,1,928753,928753,0,3.5429115295410156,True,True,0.05,0.0005,adamw,0.0003,0.8764044943820225,0.8764044943820225,0.07784431137724551,0.9341317365269463,0.08333333333333333,0.07303370786516854
