"dataset","eval_protocol","model","eval_unit","fold","fold_subject","test_subject","validation_subject","n_train_windows","n_val_windows","n_test_windows","n_test_windows_raw","n_train_eval_samples","n_val_eval_samples","n_test_eval_samples","n_test_predictions","n_test_classes","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","feature_set","window_type","task","sessions"
"pamap2","loso","gnn","window","1","101","101","102","22221","4095","3883","3883","22221","4095","3883","3883","12","10892","10892","0","0.0415496826171875","0.7110481586402266","0.6729205561707133","0.6696959557088963","0.6977305165552203","0.7039761150381308","0.6729205561707133","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","2","102","102","103","23396","2708","4095","4095","23396","2708","4095","4095","12","10892","10892","0","0.0415496826171875","0.6905982905982906","0.7013558270568213","0.6927068910855944","0.6809924920075485","0.7663006550426202","0.7013558270568213","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","3","103","103","104","23892","3599","2708","2708","23892","3599","2708","2708","8","10892","10892","0","0.0415496826171875","0.8013293943870015","0.7682130789253235","0.523245726790468","0.8053324962045393","0.5560582264039237","0.5121420526168823","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","4","104","104","105","22364","4236","3599","3599","22364","4236","3599","3599","10","10892","10892","0","0.0415496826171875","0.8724645734926368","0.8619594325895751","0.7224179143512073","0.8738272899621325","0.7317343106708855","0.7182995271579792","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","5","105","105","106","22076","3887","4236","4236","22076","3887","4236","4236","12","10892","10892","0","0.0415496826171875","0.8215297450424929","0.7709781300611033","0.7870524456704913","0.8177889135652249","0.8456104964284243","0.7709781300611033","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","6","106","106","107","22695","3617","3887","3887","22695","3617","3887","3887","12","10892","10892","0","0.0415496826171875","0.8224852071005917","0.7452165870272319","0.7499059327517489","0.8268228676055361","0.7748359364283369","0.7452165870272319","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","7","107","107","108","22506","4076","3617","3617","22506","4076","3617","3617","11","10892","10892","0","0.0415496826171875","0.8744816145977329","0.8422062249994458","0.7824836688472621","0.8730865179659972","0.8040588401403163","0.7720223729161586","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","8","108","108","109","26025","98","4076","4076","26025","98","4076","4076","12","10892","10892","0","0.0415496826171875","0.426153091265947","0.42622466258288744","0.36400550590887887","0.3753181770831659","0.3636237087038843","0.42622466258288744","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn","window","9","109","109","101","26218","3883","98","98","26218","3883","98","98","1","10892","10892","0","0.0415496826171875","0.7448979591836735","0.7448979591836735","0.07115009746588694","0.8538011695906432","0.08333333333333333","0.062074829931972796","acc16_gyro","overlapping","protocol12","protocol"
