dataset,feature_set,protocol,family,model,fold,test_subject,calibration_percentage,fine_tuning_strategy,uncalibrated_accuracy,calibrated_accuracy,accuracy_improvement,uncalibrated_macro_f1,calibrated_macro_f1,macro_f1_improvement,n_calibration_samples,n_eval_samples,checkpoint_path,status
pamap2,acc16_hr,loso,baseline,gaussian_nb,2,102,0.0,none,0.5181929181929182,0.5181929181929182,0.0,0.46975613180894665,0.46975613180894665,0.0,0,4095,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,2,102,0.01,refit_train_plus_subject_shots,0.516280217069561,0.5167735569807598,0.0004933399111988201,0.46876353199869386,0.46930146577876375,0.000537933780069888,41,4054,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,2,102,0.05,refit_train_plus_subject_shots,0.5151670951156813,0.5285347043701799,0.013367609254498647,0.46791050707829335,0.4900941119525366,0.022183604874243257,205,3890,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,2,102,0.1,refit_train_plus_subject_shots,0.514246947082768,0.5554952510176391,0.04124830393487111,0.46784062665810944,0.5327446201535749,0.0649039934954655,410,3685,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,3,103,0.0,none,0.8190546528803545,0.8190546528803545,0.0,0.5843066342812221,0.5843066342812221,0.0,0,2708,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,3,103,0.01,refit_train_plus_subject_shots,0.8190973517344274,0.8202163371876166,0.0011189854531891141,0.5840632843766137,0.5850684744279072,0.0010051900512935141,27,2681,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,3,103,0.05,refit_train_plus_subject_shots,0.8173338515351729,0.8188884570540226,0.0015546055188496721,0.5829852720085643,0.5838804427473563,0.0008951707387919727,135,2573,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,3,103,0.1,refit_train_plus_subject_shots,0.8161674189577349,0.8190398030365204,0.0028723840787854282,0.5819918029277459,0.5841580410206001,0.0021662380928542113,271,2437,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,4,104,0.0,none,0.756321200333426,0.756321200333426,0.0,0.6696159708693413,0.6696159708693413,0.0,0,3599,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,4,104,0.01,refit_train_plus_subject_shots,0.7569463934886331,0.7577883805781644,0.0008419870895313153,0.6700783233528436,0.6710868469040094,0.0010085235511658741,36,3563,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,4,104,0.05,refit_train_plus_subject_shots,0.7581164083065224,0.7601637905820415,0.0020473822755191495,0.6706841289835389,0.6728434050615694,0.0021592760780304587,180,3419,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,4,104,0.1,refit_train_plus_subject_shots,0.7560975609756098,0.7616548317381908,0.005557270762581057,0.6703220514851911,0.6761039704283451,0.005781918943154052,360,3239,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,5,105,0.0,none,0.8236543909348442,0.8236543909348442,0.0,0.8116503185324104,0.8116503185324104,0.0,0,4236,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,5,105,0.01,refit_train_plus_subject_shots,0.823795898903195,0.824272770624702,0.0004768717215068996,0.8116893783557054,0.8121447196680172,0.00045534131231173003,42,4194,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,5,105,0.05,refit_train_plus_subject_shots,0.8235586481113321,0.8265407554671969,0.0029821073558647937,0.8115894225305166,0.8146612570046822,0.003071834474165591,212,4024,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,5,105,0.1,refit_train_plus_subject_shots,0.8234522560335782,0.8276495278069255,0.0041972717733472775,0.8110119428541044,0.815807221883219,0.004795279029114585,424,3812,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,6,106,0.0,none,0.8168253151530743,0.8168253151530743,0.0,0.7502496755864897,0.7502496755864897,0.0,0,3887,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,6,106,0.01,refit_train_plus_subject_shots,0.8165280665280665,0.817047817047817,0.0005197505197505059,0.7498171287659009,0.7505710884554788,0.000753959689577921,39,3848,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,6,106,0.05,refit_train_plus_subject_shots,0.8164094232331438,0.8169509883563498,0.0005415651232060226,0.748546435817223,0.7491192874439513,0.0005728516267282657,194,3693,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,6,106,0.1,refit_train_plus_subject_shots,0.8164665523156089,0.81789594053745,0.0014293882218410214,0.7489051323278496,0.7503581101471054,0.0014529778192557963,389,3498,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,7,107,0.0,none,0.8330107824163672,0.8330107824163672,0.0,0.728699150970355,0.728699150970355,0.0,0,3617,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,7,107,0.01,refit_train_plus_subject_shots,0.8332867913990506,0.834962301033231,0.0016755096341803943,0.7288120696413148,0.7305537577435103,0.0017416881021954378,36,3581,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,7,107,0.05,refit_train_plus_subject_shots,0.8352735739231665,0.8477881257275902,0.012514551804423735,0.7307272922517137,0.7457839163598149,0.015056624108101158,181,3436,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,7,107,0.1,refit_train_plus_subject_shots,0.8319508448540707,0.851305683563748,0.019354838709677358,0.7287519925872746,0.7532386783483679,0.024486685761093252,362,3255,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,8,108,0.0,none,0.8086359175662414,0.8086359175662414,0.0,0.7743948860888189,0.7743948860888189,0.0,0,4076,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,8,108,0.01,refit_train_plus_subject_shots,0.8096654275092937,0.8094175960346964,-0.00024783147459728205,0.7754239023463545,0.77458498878888,-0.0008389135574744522,41,4035,,ok
pamap2,acc16_hr,loso,baseline,gaussian_nb,8,108,0.05,refit_train_plus_subject_shots,0.809400826446281,0.8125,0.0030991735537190257,0.7754723106679261,0.7824283516502213,0.006956040982295186,204,3872,,ok
