Dataset,Perturbation,Severity,Model,Clean_Accuracy,Perturbed_Accuracy,Accuracy_Drop,Clean_Macro_F1,Perturbed_Macro_F1,Macro_F1_Drop,Most_Affected_Class
pamap2,missing_heart_rate_signals,low,CNN1D,0.7395840255166456,not_applicable,not_applicable,0.7469340415499759,not_applicable,not_applicable,not_applicable
pamap2,missing_heart_rate_signals,medium,CNN1D,0.7395840255166456,not_applicable,not_applicable,0.7469340415499759,not_applicable,not_applicable,not_applicable
pamap2,missing_heart_rate_signals,high,CNN1D,0.7395840255166456,not_applicable,not_applicable,0.7469340415499759,not_applicable,not_applicable,not_applicable
pamap2,remove_one_sensor_node,low,Flatten_LSTM,0.7916111850865513,0.4021304926764314,0.3894806924101198,0.7590476947736481,0.3050970789360325,0.4539506158376156,cycling
pamap2,remove_one_sensor_node,medium,Flatten_LSTM,0.7916111850865513,0.4021304926764314,0.3894806924101198,0.7590476947736481,0.3050970789360325,0.4539506158376156,cycling
pamap2,remove_one_sensor_node,high,Flatten_LSTM,0.7916111850865513,0.4021304926764314,0.3894806924101198,0.7590476947736481,0.3050970789360325,0.4539506158376156,cycling
pamap2,remove_heart_rate_channel,low,Flatten_LSTM,0.7916111850865513,not_applicable,not_applicable,0.7590476947736481,not_applicable,not_applicable,not_applicable
pamap2,remove_heart_rate_channel,medium,Flatten_LSTM,0.7916111850865513,not_applicable,not_applicable,0.7590476947736481,not_applicable,not_applicable,not_applicable
pamap2,remove_heart_rate_channel,high,Flatten_LSTM,0.7916111850865513,not_applicable,not_applicable,0.7590476947736481,not_applicable,not_applicable,not_applicable
pamap2,gaussian_noise,low,Flatten_LSTM,0.7916111850865513,0.7736351531291611,0.0179760319573901,0.7590476947736481,0.7446019950305315,0.0144456997431166,transient
pamap2,gaussian_noise,medium,Flatten_LSTM,0.7916111850865513,0.6864181091877497,0.1051930758988015,0.7590476947736481,0.6528983714180457,0.1061493233556023,transient
pamap2,gaussian_noise,high,Flatten_LSTM,0.7916111850865513,0.6011984021304927,0.1904127829560585,0.7590476947736481,0.5523438366887968,0.2067038580848512,transient
pamap2,mask_random_channels,low,Flatten_LSTM,0.7916111850865513,0.6784287616511319,0.1131824234354194,0.7590476947736481,0.6435903419820604,0.1154573527915876,cycling
pamap2,mask_random_channels,medium,Flatten_LSTM,0.7916111850865513,0.5292942743009321,0.2623169107856191,0.7590476947736481,0.4969500840685055,0.2620976107051425,cycling
pamap2,mask_random_channels,high,Flatten_LSTM,0.7916111850865513,0.2509986684420772,0.540612516644474,0.7590476947736481,0.1659147326608772,0.5931329621127709,sitting
pamap2,remove_random_windows,low,Flatten_LSTM,0.7916111850865513,0.8073800738007381,-0.0157688887141868,0.7590476947736481,0.7712005114945936,-0.0121528167209454,house_cleaning
pamap2,remove_random_windows,medium,Flatten_LSTM,0.7916111850865513,0.8062977099236641,-0.0146865248371128,0.7590476947736481,0.7751259951089543,-0.0160783003353062,car_driving
pamap2,remove_random_windows,high,Flatten_LSTM,0.7916111850865513,0.8090787716955942,-0.0174675866090429,0.7590476947736481,0.7753938921435961,-0.016346197369948,house_cleaning
pamap2,missing_heart_rate_signals,low,Flatten_LSTM,0.7916111850865513,not_applicable,not_applicable,0.7590476947736481,not_applicable,not_applicable,not_applicable
pamap2,missing_heart_rate_signals,medium,Flatten_LSTM,0.7916111850865513,not_applicable,not_applicable,0.7590476947736481,not_applicable,not_applicable,not_applicable
pamap2,missing_heart_rate_signals,high,Flatten_LSTM,0.7916111850865513,not_applicable,not_applicable,0.7590476947736481,not_applicable,not_applicable,not_applicable
pamap2,remove_one_sensor_node,low,Improved_GNN_LSTM,0.8162450066577897,0.3575233022636485,0.4587217043941411,0.7419518180947321,0.2749632180855874,0.4669886000091446,cycling
pamap2,remove_one_sensor_node,medium,Improved_GNN_LSTM,0.8162450066577897,0.3575233022636485,0.4587217043941411,0.7419518180947321,0.2749632180855874,0.4669886000091446,cycling
pamap2,remove_one_sensor_node,high,Improved_GNN_LSTM,0.8162450066577897,0.3575233022636485,0.4587217043941411,0.7419518180947321,0.2749632180855874,0.4669886000091446,cycling
pamap2,remove_heart_rate_channel,low,Improved_GNN_LSTM,0.8162450066577897,not_applicable,not_applicable,0.7419518180947321,not_applicable,not_applicable,not_applicable
pamap2,remove_heart_rate_channel,medium,Improved_GNN_LSTM,0.8162450066577897,not_applicable,not_applicable,0.7419518180947321,not_applicable,not_applicable,not_applicable
pamap2,remove_heart_rate_channel,high,Improved_GNN_LSTM,0.8162450066577897,not_applicable,not_applicable,0.7419518180947321,not_applicable,not_applicable,not_applicable
pamap2,gaussian_noise,low,Improved_GNN_LSTM,0.8162450066577897,0.8202396804260985,-0.0039946737683088,0.7419518180947321,0.7464064463706284,-0.0044546282758962,ironing
pamap2,gaussian_noise,medium,Improved_GNN_LSTM,0.8162450066577897,0.6844207723035952,0.1318242343541944,0.7419518180947321,0.618278509215053,0.123673308879679,transient
pamap2,gaussian_noise,high,Improved_GNN_LSTM,0.8162450066577897,0.5845539280958721,0.2316910785619175,0.7419518180947321,0.5286819719996673,0.2132698460950648,transient
pamap2,mask_random_channels,low,Improved_GNN_LSTM,0.8162450066577897,0.6957390146471372,0.1205059920106524,0.7419518180947321,0.631075226488415,0.1108765916063171,cycling
pamap2,mask_random_channels,medium,Improved_GNN_LSTM,0.8162450066577897,0.4640479360852197,0.3521970705725699,0.7419518180947321,0.4014473300389891,0.340504488055743,sitting
pamap2,mask_random_channels,high,Improved_GNN_LSTM,0.8162450066577897,0.1964047936085219,0.6198402130492677,0.7419518180947321,0.1098774962954682,0.6320743217992638,running
pamap2,remove_random_windows,low,Improved_GNN_LSTM,0.8162450066577897,0.8191881918819188,-0.0029431852241291,0.7419518180947321,0.7430156258206498,-0.0010638077259177,house_cleaning
pamap2,remove_random_windows,medium,Improved_GNN_LSTM,0.8162450066577897,0.8206106870229007,-0.004365680365111,0.7419518180947321,0.7429045127585083,-0.0009526946637762,house_cleaning
pamap2,remove_random_windows,high,Improved_GNN_LSTM,0.8162450066577897,0.8304405874499332,-0.0141955807921435,0.7419518180947321,0.7553172468930492,-0.0133654287983171,house_cleaning
pamap2,missing_heart_rate_signals,low,Improved_GNN_LSTM,0.8162450066577897,not_applicable,not_applicable,0.7419518180947321,not_applicable,not_applicable,not_applicable
pamap2,missing_heart_rate_signals,medium,Improved_GNN_LSTM,0.8162450066577897,not_applicable,not_applicable,0.7419518180947321,not_applicable,not_applicable,not_applicable
pamap2,missing_heart_rate_signals,high,Improved_GNN_LSTM,0.8162450066577897,not_applicable,not_applicable,0.7419518180947321,not_applicable,not_applicable,not_applicable
