Dataset,Metric,Model_A,Model_B,Mean_Difference,Bootstrap_CI95_Lower,Bootstrap_CI95_Upper,Effect_Size,Wilcoxon_P_Value
pamap2,accuracy,CNN1D,Flatten_LSTM,-0.014690991489867664,-0.14119037217488525,0.08876809283118577,-0.07969741765380127,0.91015625
pamap2,accuracy,CNN1D,Improved_GNN_LSTM,0.015970633766022688,-0.16682877316389963,0.23291922246780067,0.05047958933510343,0.65234375
pamap2,accuracy,Flatten_LSTM,Improved_GNN_LSTM,0.03066162525589035,-0.04634695799682103,0.15404040198886967,0.17026512856510123,0.49609375
