Dataset,Model,ECE,Brier_Score,NLL,Accuracy_At_90_Coverage,Accuracy_At_80_Coverage,Accuracy_At_70_Coverage,Macro_F1_At_90_Coverage,Macro_F1_At_80_Coverage,Macro_F1_At_70_Coverage
pamap2,CNN1D,0.1039800903871848,0.3980334401130676,1.1900439262390137,0.7807885410513881,0.8147686684940609,0.8486804632618189,0.7874157747571747,0.8186827984944937,0.8489676674716721
pamap2,Flatten_LSTM,0.0983875832568789,0.3308328688144684,0.7628586888313293,0.8297557364914878,0.858451290591174,0.8772597526165556,0.8000455585871379,0.8323615101578596,0.8327192651360575
pamap2,Improved_GNN_LSTM,0.0657075320714005,0.285218209028244,0.6609487533569336,0.8593634344929681,0.88759367194005,0.9029495718363464,0.7819511311846448,0.821314395080615,0.8317420074474972
hhar,CNN1D,0.1418840325746271,0.5334677696228027,1.3096963167190552,0.6508641975308642,0.6857777777777778,0.7198958697101495,0.6354409231149777,0.6626961866365356,0.6919341585279358
hhar,Flatten_LSTM,0.1088259700867865,0.5823796391487122,1.1296699047088623,0.5528395061728395,0.5775,0.6146031746031746,0.5024895873163634,0.5060936139679079,0.5052428907137817
hhar,Improved_GNN_LSTM,0.1058878062036302,0.5944079756736755,1.1752179861068726,0.5580246913580247,0.5827777777777777,0.6066666666666667,0.5185567208966179,0.5058981680493266,0.4751130949345166
