Dataset,Metric,Model_A,Model_B,Mean_Difference,Bootstrap_CI95_Lower,Bootstrap_CI95_Upper,Effect_Size,Wilcoxon_P_Value
pamap2,accuracy,CNN1D,Flatten_LSTM,-0.0146909914898676,-0.1411903721748852,0.0887680928311857,-0.0796974176538012,0.91015625
pamap2,accuracy,CNN1D,Improved_GNN_LSTM,0.0159706337660226,-0.1668287731638996,0.2329192224678006,0.0504795893351034,0.65234375
pamap2,accuracy,Flatten_LSTM,Improved_GNN_LSTM,0.0306616252558903,-0.046346957996821,0.1540404019888696,0.1702651285651012,0.49609375
hhar,accuracy,CNN1D,Flatten_LSTM,0.0846666666666666,0.0358583333333333,0.1332716666666666,1.085966276997666,0.01953125
hhar,accuracy,CNN1D,Improved_GNN_LSTM,0.0791111111111111,0.0405444444444444,0.1176233333333333,1.232856824343841,0.01171875
hhar,accuracy,Flatten_LSTM,Improved_GNN_LSTM,-0.0055555555555555,-0.0402222222222222,0.0395555555555555,-0.0862308537584917,0.42578125
