dataset,feature_set,window_type,task,sessions,processed_dataset_dir,variant_name,eval_protocol,model,eval_unit,n_samples,n_eval_samples,n_folds,runtime_sec,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,n_nodes,node_feat_dim,standardize_input,class_balanced_loss,label_smoothing,lr,optimizer,weight_decay,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,subject_macro_accuracy_mean,subject_macro_accuracy_std,subject_macro_f1_mean,subject_macro_f1_std
pamap2,acc16_hr,overlapping,protocol12,protocol,data\processed\canonical_protocol_only\pamap2\acc16_hr\overlapping,v3_residual_arch,loso,improved_gnn_lstm_attn_adj_resbn,sequence,30118,30118,9,3320.850340127945,11160502,11160502,0,42.573936462402344,13,23,False,False,0.0,0.0003,adam,0.0,0.8347167806627266,0.8411516215825762,0.8371126567257634,0.8367763586391059,0.8436463190453628,0.8411516215825762,0.8571450071260782,0.10886564375911854,0.682535518047602,0.2444328816206136
