dataset,eval_protocol,model,eval_unit,fold,fold_subject,test_subject,validation_subject,n_train_windows,n_val_windows,n_test_windows,n_test_windows_raw,n_train_eval_samples,n_val_eval_samples,n_test_eval_samples,n_test_predictions,n_test_classes,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,artifact_dir
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,4,104,104,105,22364,4236,3599,3599,22301,4227,3590,3590,10,928753,928753,0,3.542911529541016,0.8994428969359332,0.8989841875320167,0.7485968367029366,0.8976595576616745,0.761076902166455,0.7491534896100139,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,5,105,105,106,22076,3887,4236,4236,22013,3878,4227,4227,12,928753,928753,0,3.542911529541016,0.8982730068606577,0.8898369375736973,0.8918679384882066,0.8981249740724561,0.8995357699461857,0.8898369375736973,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,6,106,106,107,22695,3617,3887,3887,22632,3608,3878,3878,12,928753,928753,0,3.542911529541016,0.8849922640536358,0.8088957846258631,0.8047596750835914,0.8831891041808506,0.8120196658537789,0.8088957846258631,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,7,107,107,108,22506,4076,3617,3617,22443,4067,3608,3608,11,928753,928753,0,3.542911529541016,0.951219512195122,0.9271355591027473,0.8597718006471363,0.950946158916712,0.8750176199901794,0.8498742625108516,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,8,108,108,109,26025,98,4076,4076,25962,89,4067,4067,12,928753,928753,0,3.542911529541016,0.8271453159577083,0.8082827607622854,0.7800270228772875,0.80842327081546,0.8298557533825162,0.8082827607622854,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,9,109,109,101,26218,3883,98,98,26155,3874,89,89,1,928753,928753,0,3.542911529541016,0.5842696629213483,0.5842696629213483,0.0614657210401891,0.7375886524822693,0.0833333333333333,0.048689138576779,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,lstm,window,1,101,101,102,22221,4095,3883,3883,22221,4095,3883,3883,12,217420,217420,0,0.8293914794921875,0.6281225856296678,0.6352859560369266,0.5919974114200737,0.5764663088880774,0.6523560070408428,0.6352859560369266,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,2,102,102,103,23396,2708,4095,4095,23396,2708,4095,4095,12,217420,217420,0,0.8293914794921875,0.6866910866910867,0.6710919524296992,0.6312915663928012,0.6385352431636516,0.7790160103334424,0.6710919524296992,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,3,103,103,104,23892,3599,2708,2708,23892,3599,2708,2708,8,217420,217420,0,0.8293914794921875,0.8644756277695717,0.8454581700900298,0.5738187717786082,0.8676759424783766,0.5937815305273046,0.5636387800600199,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,4,104,104,105,22364,4236,3599,3599,22364,4236,3599,3599,10,217420,217420,0,0.8293914794921875,0.6618505140316755,0.6787325202189358,0.5206721758520697,0.6203154049002612,0.5594643732753176,0.5656104335157799,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,5,105,105,106,22076,3887,4236,4236,22076,3887,4236,4236,12,217420,217420,0,0.8293914794921875,0.7119924457034938,0.7298476199637388,0.6940232353316015,0.7000000609004963,0.7484748769881353,0.7298476199637388,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,6,106,106,107,22695,3617,3887,3887,22695,3617,3887,3887,12,217420,217420,0,0.8293914794921875,0.8793413943915617,0.8017979401347365,0.7992309643076615,0.881454927564711,0.804233739568818,0.8017979401347365,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,7,107,107,108,22506,4076,3617,3617,22506,4076,3617,3617,11,217420,217420,0,0.8293914794921875,0.799557644456732,0.7842252610780982,0.7239681756619358,0.7999351315316894,0.7674618795572395,0.7188731559882567,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,8,108,108,109,26025,98,4076,4076,26025,98,4076,4076,12,217420,217420,0,0.8293914794921875,0.4344946025515211,0.4407770680249114,0.3943716207905616,0.4167832631648682,0.5613027257144024,0.4407770680249114,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
pamap2,loso,lstm,window,9,109,109,101,26218,3883,98,98,26218,3883,98,98,1,217420,217420,0,0.8293914794921875,0.8163265306122449,0.8163265306122449,0.0749063670411985,0.898876404494382,0.0833333333333333,0.0680272108843537,results\canonical_protocol_only\core_comparison\pamap2\acc16_gyro_hr\overlapping\loso\deep\pamap2\lstm\window
