Dataset,Metric,Model_A,Model_B,Mean_Difference,Bootstrap_CI95_Lower,Bootstrap_CI95_Upper,Effect_Size,Wilcoxon_P_Value
hhar,accuracy,CNN1D,Flatten_LSTM,0.08466666666666668,0.03585833333333333,0.13327166666666668,1.085966276997666,0.01953125
hhar,accuracy,CNN1D,Improved_GNN_LSTM,0.0791111111111111,0.04054444444444443,0.11762333333333333,1.232856824343841,0.01171875
hhar,accuracy,Flatten_LSTM,Improved_GNN_LSTM,-0.00555555555555556,-0.04022222222222222,0.03955555555555554,-0.08623085375849175,0.42578125
