Dataset,Model,Accuracy_Mean,Accuracy_SD,Accuracy_CI95_Lower,Accuracy_CI95_Upper,Macro_F1_Mean,Macro_F1_SD,Macro_F1_CI95_Lower,Macro_F1_CI95_Upper,Effect_Size,Wilcoxon_P_Value,Rank_Stability
hhar,CNN1D,0.613111111111111,0.07502966820605773,0.5640917278831533,0.6621304943390688,0.5901571670611963,0.08212519219052475,0.5365020414967201,0.6438122926256724,,,rank1:9/9
hhar,Flatten_LSTM,0.5284444444444445,0.07237249324002715,0.48116108219429343,0.5757278066945956,0.48062725216329927,0.07708114548472476,0.4302675704466124,0.5309869338799861,,,rank1:1/9; rank2:8/9
hhar,Improved_GNN_LSTM,0.5340000000000001,0.07758221445666526,0.4833129532216455,0.5846870467783548,0.45683438385638225,0.09246851632936039,0.39642161985453345,0.517247147858231,,,rank1:1/9; rank2:5/9; rank3:3/9
