dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate,artifact_dir
pamap2,cnn,window,9,0.4863824170809337,0.9365104470913036,0.3175551460906018,0.0615875742756707,0.0477630533782533,0.7777777777777778,0.2222222222222222,0.2222222222222222,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\cnn\window
pamap2,gnn,window,9,0.3601095851200908,0.8131470434368167,0.1862240026875375,0.0706851038886718,0.0355431283619308,0.3333333333333333,0.1111111111111111,0.3333333333333333,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn\window
pamap2,gnn_attention_adj,window,9,0.3794134753109525,0.8333861291880899,0.1842858262032242,0.0709823632981344,0.0479650254903562,0.3333333333333333,0.2222222222222222,0.3333333333333333,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_attention_adj\window
pamap2,gnn_flatten_lstm,sequence,9,0.4113979886980407,0.8839197327468099,0.2118923154949142,0.016982883579587,0.0606194829885294,0.3333333333333333,0.2222222222222222,0.3333333333333333,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_flatten_lstm\sequence
pamap2,gnn_learnable_adj,window,9,0.3664882906786705,0.7945235566762425,0.2065925233964701,0.0427493793465863,0.04083962476648,0.3333333333333333,0.1111111111111111,0.3333333333333333,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_learnable_adj\window
pamap2,gnn_lstm,sequence,9,0.3872747823996514,0.8368792295084377,0.2090179397972251,0.052319365847159,0.04278108066607,0.3333333333333333,0.1111111111111111,0.3333333333333333,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_lstm\sequence
pamap2,improved_gnn_lstm,sequence,9,0.4425239553962159,0.8847639182123311,0.2311263268850669,0.0317897220247808,0.0754417049309415,0.4444444444444444,0.3333333333333333,0.3333333333333333,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm\sequence
pamap2,improved_gnn_lstm_attn_adj,sequence,9,0.4472598312766234,0.921483657018888,0.2524926998908869,0.0424221749298303,0.0645610291240211,0.5555555555555556,0.2222222222222222,0.2222222222222222,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,lstm,window,9,0.4476142426916238,0.906951926003436,0.2486152875517391,0.0818692320205313,0.06013626271575,0.6666666666666666,0.2222222222222222,0.2222222222222222,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\lstm\window
