dataset,eval_protocol,model,eval_unit,n_samples,n_eval_samples,n_folds,runtime_sec,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,n_nodes,node_feat_dim,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,subject_macro_accuracy_mean,subject_macro_accuracy_std,subject_macro_f1_mean,subject_macro_f1_std,artifact_dir
pamap2,loso,gnn_flatten_lstm,sequence,30118,30118,9,745.3240189552307,360780,360780,0,1.3762664794921875,13,23,0.8549372468291387,0.8476880847832761,0.8466650836708779,0.8577668587500401,0.8513278518263784,0.8476880847832761,0.8748834708640528,0.0869945136817479,0.6925839056010151,0.2454428002021154,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_flatten_lstm\sequence
pamap2,loso,improved_gnn_lstm,sequence,30118,30118,9,1322.378702878952,828045,828045,0,3.158740997314453,13,23,0.8395643801049206,0.8377679181971298,0.8295031636644593,0.8408364979298723,0.8314576285387516,0.8377679181971298,0.8493702130702676,0.1033320956081498,0.679051007733412,0.2547693266625189,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm\sequence
pamap2,loso,improved_gnn_lstm_attn_adj,sequence,30118,30118,9,1659.3524079322815,828214,828214,0,3.159385681152344,13,23,0.8305996414104522,0.8309258663023854,0.8227632756680928,0.8319369322914454,0.8243497938571142,0.8309258663023854,0.8506315253182749,0.1146417629923017,0.6647742556729104,0.2482540134341816,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj\sequence
pamap2,loso,gnn_lstm,sequence,30118,30118,9,863.4805550575256,246412,246412,0,0.9399871826171876,13,23,0.774487017730261,0.7514235095023007,0.7545425366497955,0.7750170769304385,0.7662618430147711,0.7514235095023007,0.7585624196859374,0.1413907054366887,0.6098883168855065,0.2434613952453825,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_lstm\sequence
pamap2,loso,gnn_learnable_adj,window,30199,30199,9,411.43258833885193,11061,11061,0,0.0421943664550781,13,23,0.7404549819530448,0.7342283298283031,0.7316265231012246,0.7422033443392214,0.7382741111321917,0.7342283298283031,0.7481686129663224,0.125562550444216,0.5932707749078373,0.2363607814802396,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_learnable_adj\window
pamap2,loso,cnn,window,30199,30199,9,170.92235922813416,300908,300908,0,1.1478729248046875,13,23,0.6980363588198285,0.7136728106030382,0.6962460775460108,0.6959869852486478,0.7067187083280317,0.7136728106030382,0.7150360598872961,0.1825283575412098,0.5623422540628219,0.2576367720184004,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\cnn\window
pamap2,loso,gnn_attention_adj,window,30199,30199,9,385.1165916919708,11061,11061,0,0.0421943664550781,13,23,0.70396370740753,0.6820271342388352,0.6800344573898779,0.7050526696499059,0.6862901621930977,0.6820271342388352,0.6493645151018563,0.217114686635673,0.5531248152113015,0.2386376488160256,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn_attention_adj\window
pamap2,loso,gnn,window,30199,30199,9,402.6847987174988,10892,10892,0,0.0415496826171875,13,23,0.6904864399483427,0.6642425692432551,0.6661244131776524,0.6919181203691377,0.6735402580038047,0.6642425692432551,0.6465762675609733,0.1988046962441002,0.5435347154977177,0.2303573599851211,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\gnn\window
pamap2,loso,lstm,window,30199,30199,9,220.35708022117612,212812,212812,0,0.8118133544921875,13,23,0.6453524951157323,0.6469466092669799,0.651654708713555,0.6534236324889939,0.6709268292636695,0.6469466092669799,0.6395435788217838,0.1524639853338071,0.5039035380861403,0.2065533785989801,results\canonical_protocol_only\core_comparison\pamap2\acc16_hr\overlapping\loso\deep\pamap2\lstm\window
