epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1
1,1.2664924252447958,0.6850355545126297,0.5266691846069915,0.8002785515320334,0.4669455689773739,0.6456575799244403
2,0.6387784055043839,0.5524104851036019,0.7835410634101305,0.8192200557103064,0.7569894102126961,0.669686285538356
3,0.4600757148919291,0.6413251091303267,0.8528683536866843,0.7986072423398328,0.8365653108544172,0.652979649176487
4,0.39905411544561115,0.4324640144088142,0.8721305971715138,0.8766016713091922,0.8627823829999405,0.7249736622763918
5,0.34692385610508963,0.9839830445006366,0.8903017331822569,0.7877437325905292,0.8818838743991928,0.6294897831209384
6,0.31849786430225857,0.2858231194939952,0.8970582063871753,0.922841225626741,0.890072955222716,0.7667323246481809
7,0.28776819445497664,0.3754001581237177,0.9101514960762097,0.9041782729805014,0.9052418335721416,0.7523685709992195
8,0.2639442742098503,0.5434720759137345,0.9194259096059424,0.8342618384401114,0.9137030962390312,0.679563261289781
9,0.24877611991166418,0.3113217185132081,0.9223215409794788,0.9016713091922005,0.9182801723370545,0.7518516230610025
10,0.24601218582120143,0.30177340303342737,0.9249234126484536,0.9030640668523677,0.9202642109573144,0.7499697876035342
11,0.2264175974131206,0.4066011939400127,0.9301271559864032,0.8947075208913648,0.9257325535298634,0.7410337561782275
12,0.24038906340905924,0.28364720969281904,0.9266440052037433,0.9183844011142062,0.9229053217755087,0.7635379924897063
13,0.20727689556161208,0.4242172973238264,0.9362121784380377,0.873816155988858,0.9309209761634613,0.728431772207348
14,0.20556916857909865,0.5530943746618864,0.9368416635192413,0.8398328690807799,0.932620659035334,0.6896333177317365
