dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate
pamap2,gnn_flatten_lstm,sequence,9,0.4113979886980407,0.8839197327468099,0.21189231549491425,0.01698288357958708,0.06061948298852945,0.3333333333333333,0.2222222222222222,0.3333333333333333
