"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","gnn_flatten_lstm","sequence","30118","30118","9","745.3240189552307","360780","360780","0","1.3762664794921875","13","23","0.8549372468291387","0.8476880847832761","0.8466650836708779","0.8577668587500401","0.8513278518263784","0.8476880847832761","0.8748834708640528","0.08699451368174799","0.6925839056010151","0.24544280020211545","acc16_hr","overlapping","protocol12","protocol"
