dataset,model,eval_unit,metric,folds,mean,std,ci95_half_width,ci95_low,ci95_high
pamap2,improved_gnn_lstm_attn_adj_resbn,sequence,accuracy,9,0.8571450071260782,0.10886564375911853,0.07112555392262411,0.7860194532034541,0.9282705610487023
pamap2,improved_gnn_lstm_attn_adj_resbn,sequence,macro_f1,9,0.682535518047602,0.24443288162061363,0.15969614932546758,0.5228393687221344,0.8422316673730696
pamap2,improved_gnn_lstm_attn_adj_resbn,sequence,balanced_accuracy,9,0.8556963002639879,0.09060164844548015,0.05919307698438036,0.7965032232796075,0.9148893772483683
pamap2,improved_gnn_lstm_res,sequence,accuracy,9,0.8319904139298103,0.16019170276853067,0.1046585791421067,0.7273318347877036,0.9366489930719171
pamap2,improved_gnn_lstm_res,sequence,macro_f1,9,0.6588873545416863,0.26964031290051554,0.17616500442833682,0.4827223501133495,0.8350523589700232
pamap2,improved_gnn_lstm_res,sequence,balanced_accuracy,9,0.8244186996589639,0.15091711824143306,0.09859918391773626,0.7258195157412276,0.9230178835767001
