epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1
1,0.5325278572123459,1.8782465859745325,0.834103690008474,0.14606741573033707,0.8199172295392118,0.021241830065359475
2,0.23917444273557548,3.42799016063133,0.9338263616054233,0.29213483146067415,0.9314733267872631,0.03768115942028986
3,0.19481285190782702,0.3465735610951199,0.9476157460904399,0.9101123595505618,0.9456240943234685,0.07941176470588235
4,0.15611867079328048,1.0588447230585505,0.9551652415068177,0.7415730337078652,0.953271525301898,0.07096774193548387
5,0.13516267563033654,0.10216231904453023,0.962252522918111,0.9662921348314607,0.9601960043654927,0.08190476190476191
6,0.12248575780235789,7.9812755638294,0.9639473076034204,0.06741573033707865,0.9616206175967447,0.010526315789473684
7,0.10461881933262815,0.17024903930723667,0.9701486788383021,0.9550561797752809,0.968166582042322,0.0814176245210728
8,0.09903541826619554,0.029600605405239244,0.9720360526923966,0.9887640449438202,0.9699062428209086,0.08286252354048965
9,0.08401257821761804,4.173188954256894,0.9747708188891456,0.3146067415730337,0.9737221566539964,0.039886039886039885
10,0.08060673877336277,0.8181861503405518,0.977813727755951,0.8651685393258427,0.977099371098666,0.07730923694779117
11,0.07340433771949308,13.794740762603418,0.9792774054387181,0.056179775280898875,0.9783220293430412,0.008865248226950355
12,0.06665580265392347,11.652917079711228,0.9806255296202142,0.0449438202247191,0.9798980723990071,0.007168458781362008
13,0.06224856031743277,1.0544362641305904,0.9825514213080656,0.8764044943820225,0.9811158906461963,0.07784431137724551
14,0.055533827027892044,0.539511051803325,0.9846699021647023,0.9438202247191011,0.9840586047206719,0.08092485549132948
15,0.03229970781671662,0.36593745707395603,0.9898698097219012,0.9550561797752809,0.9897770621159485,0.0814176245210728
16,0.027841386245867673,0.3785594540564448,0.9914875587396965,0.9325842696629213,0.9910601116719651,0.08042635658914729
