"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","cnn","window","30199","30199","9","149.02674770355225","302188","302188","0","1.1527557373046875","21","23","0.7462498758237027","0.7443702540814631","0.7473971452904822","0.7490816780442384","0.761745000671934","0.7443702540814631","0.7594625392627822","0.1750974337084263","0.5974872218589584","0.26614709915720575","acc16_gyro","overlapping","protocol12","protocol"
