"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","gnn_attention_adj","window","30199","30199","9","567.6832304000854","11376","11376","0","0.04339599609375","22","23","0.7527732706381006","0.7245565097425986","0.7257002738083815","0.7550166701703277","0.7301100226738306","0.7245565097425986","0.6988144077624215","0.21887905818271802","0.5914197103602898","0.24547540967990653","acc16_gyro_hr","overlapping","protocol12","protocol"
