"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","gnn_flatten_lstm","sequence","30118","30118","9","763.7750363349915","454988","454988","0","1.7356414794921875","21","23","0.8346503751909158","0.8321172071063526","0.8250566844947079","0.8376539085878997","0.8290713698561083","0.8321172071063526","0.8552664397889939","0.12310376368200641","0.6781898976286705","0.257768162911898","acc16_gyro","overlapping","protocol12","protocol"
