dataset,eval_protocol,model,subject,n_predictions,n_true_classes,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,dominant_confusion
pamap2,loso,gnn_flatten_lstm,109,89,1,0.9775280898876404,0.9775280898876404,0.08238636363636363,0.9886363636363636,0.08333333333333333,0.08146067415730336,24->13 (2)
pamap2,loso,gnn_flatten_lstm,108,4067,12,0.6132284238996804,0.5926005323302691,0.5147296300522858,0.5702300299401997,0.6407406085705734,0.5926005323302691,7->13 (420)
pamap2,loso,gnn_flatten_lstm,103,2699,8,0.8921822897369396,0.8947668117890354,0.6008314057267299,0.9002604032814183,0.6156647030636117,0.596511207859357,2->3 (97)
pamap2,loso,gnn_flatten_lstm,102,4086,12,0.6979931473323544,0.7387183812913078,0.7080384420109341,0.6754029536078354,0.7826682818666519,0.7387183812913078,4->12 (497)
pamap2,loso,gnn_flatten_lstm,106,3878,12,0.851985559566787,0.7789913147337796,0.7766779377474964,0.8526660332204411,0.7861892726237754,0.7789913147337796,2->3 (123)
pamap2,loso,gnn_flatten_lstm,104,3590,10,0.9370473537604457,0.9341236646601443,0.7825932263184209,0.9387905035265374,0.7936795880558609,0.7784363872167871,3->2 (113)
pamap2,loso,gnn_flatten_lstm,101,3874,12,0.8549303045947341,0.8565471191694908,0.8634872030108706,0.8616212289088607,0.8945942852797607,0.8565471191694908,3->17 (125)
pamap2,loso,gnn_flatten_lstm,107,3608,11,0.9661862527716186,0.9452550750547822,0.8726964368107422,0.9660441691004189,0.8809312058968821,0.8664838188002171,16->17 (18)
pamap2,loso,gnn_flatten_lstm,105,4227,12,0.9063165365507452,0.9037943241560088,0.9022684333441914,0.907036828219596,0.9038995494566157,0.9037943241560088,2->3 (109)
