"dataset","eval_protocol","model","eval_unit","fold","fold_subject","test_subject","validation_subject","n_train_windows","n_val_windows","n_test_windows","n_test_windows_raw","n_train_eval_samples","n_val_eval_samples","n_test_eval_samples","n_test_predictions","n_test_classes","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","feature_set","window_type","task","sessions"
"pamap2","loso","gnn_flatten_lstm","sequence","1","101","101","102","22221","4095","3883","3883","22158","4086","3874","3874","12","454988","454988","0","1.7356414794921875","0.8549303045947341","0.8565471191694908","0.8634872030108706","0.8616212289088607","0.8945942852797607","0.8565471191694908","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","2","102","102","103","23396","2708","4095","4095","23333","2699","4086","4086","12","454988","454988","0","1.7356414794921875","0.6979931473323544","0.7387183812913078","0.7080384420109341","0.6754029536078354","0.7826682818666519","0.7387183812913078","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","3","103","103","104","23892","3599","2708","2708","23829","3590","2699","2699","8","454988","454988","0","1.7356414794921875","0.8921822897369396","0.8947668117890354","0.6008314057267299","0.9002604032814183","0.6156647030636117","0.596511207859357","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","4","104","104","105","22364","4236","3599","3599","22301","4227","3590","3590","10","454988","454988","0","1.7356414794921875","0.9370473537604457","0.9341236646601443","0.7825932263184209","0.9387905035265374","0.7936795880558609","0.7784363872167871","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","5","105","105","106","22076","3887","4236","4236","22013","3878","4227","4227","12","454988","454988","0","1.7356414794921875","0.9063165365507452","0.9037943241560088","0.9022684333441914","0.907036828219596","0.9038995494566157","0.9037943241560088","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","6","106","106","107","22695","3617","3887","3887","22632","3608","3878","3878","12","454988","454988","0","1.7356414794921875","0.851985559566787","0.7789913147337796","0.7766779377474964","0.8526660332204411","0.7861892726237754","0.7789913147337796","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","7","107","107","108","22506","4076","3617","3617","22443","4067","3608","3608","11","454988","454988","0","1.7356414794921875","0.9661862527716186","0.9452550750547822","0.8726964368107422","0.9660441691004189","0.8809312058968821","0.8664838188002171","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","8","108","108","109","26025","98","4076","4076","25962","89","4067","4067","12","454988","454988","0","1.7356414794921875","0.6132284238996804","0.5926005323302691","0.5147296300522858","0.5702300299401997","0.6407406085705734","0.5926005323302691","acc16_gyro","overlapping","protocol12","protocol"
"pamap2","loso","gnn_flatten_lstm","sequence","9","109","109","101","26218","3883","98","98","26155","3874","89","89","1","454988","454988","0","1.7356414794921875","0.9775280898876404","0.9775280898876404","0.08238636363636363","0.9886363636363636","0.08333333333333333","0.08146067415730336","acc16_gyro","overlapping","protocol12","protocol"
