"dataset","eval_protocol","model","eval_unit","fold","fold_subject","test_subject","validation_subject","n_train_windows","n_val_windows","n_test_windows","n_test_windows_raw","n_train_eval_samples","n_val_eval_samples","n_test_eval_samples","n_test_predictions","n_test_classes","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","feature_set","window_type","task","sessions"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","1","101","101","102","22221","4095","3883","3883","22158","4086","3874","3874","12","828214","828214","0","3.1593856811523438","0.8004646360351059","0.811343948273473","0.7975189649208358","0.7945265316545375","0.8174135573071285","0.811343948273473","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","2","102","102","103","23396","2708","4095","4095","23333","2699","4086","4086","12","828214","828214","0","3.1593856811523438","0.7124326970141948","0.7165478918169904","0.6728447174881956","0.6671693623597901","0.801422049220205","0.7165478918169904","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","3","103","103","104","23892","3599","2708","2708","23829","3590","2699","2699","8","828214","828214","0","3.1593856811523438","0.9525750277880697","0.9500826029183836","0.6347651869534484","0.9539108596425581","0.638037457449018","0.6333884019455891","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","4","104","104","105","22364","4236","3599","3599","22301","4227","3590","3590","10","828214","828214","0","3.1593856811523438","0.8543175487465181","0.8559428279179416","0.7016221172961669","0.8384369592237187","0.7537318323276153","0.713285689931618","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","5","105","105","106","22076","3887","4236","4236","22013","3878","4227","4227","12","828214","828214","0","3.1593856811523438","0.8831322450910811","0.8801086906852751","0.8787808611505817","0.8842707421852719","0.8841409013008142","0.8801086906852751","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","6","106","106","107","22695","3617","3887","3887","22632","3608","3878","3878","12","828214","828214","0","3.1593856811523438","0.9082001031459516","0.8399178321855056","0.8343871458315353","0.9081918393897421","0.8341092501002191","0.8399178321855056","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","7","107","107","108","22506","4076","3617","3617","22443","4067","3608","3608","11","828214","828214","0","3.1593856811523438","0.9553769401330376","0.9387306590958083","0.8594384896983115","0.9566676711941651","0.8627034335691456","0.8605031041711576","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","8","108","108","109","26025","98","4076","4076","25962","89","4067","4067","12","828214","828214","0","3.1593856811523438","0.6341283501352348","0.6123005126756235","0.5221931931960447","0.5779213082731849","0.5768439633052768","0.6123005126756235","acc16_hr","overlapping","protocol12","protocol"
"pamap2","loso","improved_gnn_lstm_attn_adj","sequence","9","109","109","101","26218","3883","98","98","26155","3874","89","89","1","828214","828214","0","3.1593856811523438","0.9550561797752809","0.9550561797752809","0.0814176245210728","0.9770114942528737","0.08333333333333333","0.07958801498127341","acc16_hr","overlapping","protocol12","protocol"
