dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate,artifact_dir
pamap2,improved_gnn_lstm_attn_adj_resbn,sequence,9,0.4004027128403739,0.8994699990521676,0.2298108111060637,0.0086947257600267,0.0443631804688799,0.4444444444444444,0.1111111111111111,0.2222222222222222,results\canonical_protocol_only_v3\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_attn_adj_resbn\sequence
pamap2,improved_gnn_lstm_res,sequence,9,0.4270395260770042,0.9257258152015512,0.249502329826336,0.0161808664628317,0.0456115630605669,0.4444444444444444,0.1111111111111111,0.2222222222222222,results\canonical_protocol_only_v3\core_comparison\pamap2\acc16_gyro\overlapping\loso\deep\pamap2\improved_gnn_lstm_res\sequence
