result_set,feature_set,window_type,family,model,test_subject,n_test_classes,accuracy,balanced_accuracy,macro_f1,weighted_f1
canonical_protocol_only,acc16_hr,non_overlapping,baseline,knn_k5,108,,0.8005879470847623,0.7827142634620339,0.79126520403072,0.799877995987691
canonical_protocol_only,acc16_hr,non_overlapping,baseline,knn_k5,109,,0.6938775510204082,1.0,0.1365461847389558,0.819277108433735
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,101,,0.7872559095580678,0.7807783901729919,0.7712934629785594,0.7753528424857912
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,102,,0.8395904436860068,0.8297992217623186,0.8275518327354067,0.8352705291982143
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,103,,0.8975681650700074,0.9052975717871764,0.651033974422495,0.9064186500233252
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,104,,0.761640798226164,0.7762811892936102,0.6286041045815056,0.7552269674565013
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,105,,0.892032060348892,0.8803609850917081,0.8844782487548387,0.893431624004712
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,106,,0.8547227926078029,0.7822918633834924,0.7732839935006393,0.8567720275467848
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,107,,0.897407611693326,0.8751169814512999,0.8103695327359811,0.8979713652962565
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,108,,0.9201371876531113,0.898944026673342,0.9009651864680656,0.9223746430831796
canonical_protocol_only,acc16_hr,non_overlapping,baseline,random_forest,109,,0.8367346938775511,1.0,0.1822222222222222,0.9111111111111112
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,101,12.0,0.8198244708311823,0.8117096638066,0.8033829179479265,0.8178086604506437
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,102,12.0,0.7165932452276065,0.7530527942711961,0.7184193492790363,0.6915950236416324
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,103,8.0,0.9051500555761391,0.9077926706680544,0.6062441985771077,0.9061982069669136
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,104,10.0,0.8345403899721449,0.8420681170406171,0.6842163222453066,0.8147949294803762
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,105,12.0,0.8798202034539863,0.8806349792702362,0.8697300994053544,0.8784006416238725
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,106,12.0,0.9265085095410004,0.8525013770267863,0.8460023414510283,0.9274974175724776
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,107,11.0,0.9603658536585366,0.943303814711327,0.8696932396477038,0.9609878346532104
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,108,12.0,0.6715023358741087,0.7102032855810737,0.6617978605416214,0.6223586195924071
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_attn_adj_resbn,109,1.0,1.0,1.0,0.0833333333333333,1.0
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,101,12.0,0.8182756840474962,0.8005913035149534,0.7961295588149992,0.8056367014870078
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,102,12.0,0.7351933431228586,0.7434008076819527,0.7090376801198429,0.7029316327385957
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,103,8.0,0.8873656909966654,0.8864925871452108,0.598744236611212,0.8943609303318816
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,104,10.0,0.9323119777158776,0.9347703222579516,0.7788818523798154,0.9353784790909844
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,105,12.0,0.9143600662408328,0.9115959625105828,0.911655473100932,0.9153964165217988
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,106,12.0,0.8880866425992779,0.8271119511221467,0.8171901993311906,0.8872108100819259
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,107,11.0,0.9478935698447892,0.931416867393716,0.8589836150933282,0.94824888930266
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,108,12.0,0.4430784361937546,0.4630401806974189,0.3794415481334092,0.4020522177265038
canonical_protocol_only_v3,acc16_hr,overlapping,deep,improved_gnn_lstm_res,109,1.0,0.9213483146067416,0.9213483146067416,0.0799220272904483,0.95906432748538
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,101,,0.8091681689415401,0.8033446958175304,0.8031975026717225,0.8068002079401839
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,102,,0.8239316239316239,0.8115910351192297,0.8223616149593281,0.8216396959965803
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,103,,0.8105612998522895,0.8131193046516766,0.5443931748341976,0.8185514844968822
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,104,,0.7949430397332592,0.7968767928836611,0.6626114953706196,0.7961879118299614
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,105,,0.8368744098205855,0.8197217534665571,0.828298732474857,0.8357882500310305
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,106,,0.8525855415487522,0.7796807432594489,0.7811061213572339,0.8533855834358116
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,107,,0.86508155930329,0.8304617849586758,0.7740096465925091,0.8641569642828312
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,108,,0.7924435721295388,0.7776872898435944,0.7797713652112575,0.7894721305906938
canonical_protocol_only,acc16_hr,overlapping,baseline,knn_k5,109,,0.6632653061224489,1.0,0.1139351446099912,0.7975460122699387
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,101,,0.7746587689930466,0.7697908722523743,0.7568456652632939,0.7602648433004001
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,102,,0.8241758241758241,0.8143135426321462,0.8091207946905379,0.8187491494465287
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,103,,0.9110044313146234,0.9117493692274784,0.7252591375176795,0.9170744368446788
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,104,,0.7596554598499583,0.7733559652144586,0.6274965458620146,0.7530942720452629
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,105,,0.8954202077431539,0.885959675504655,0.8884028337631401,0.8968050405236523
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,106,,0.853357344996141,0.7843656790968473,0.7744691234662614,0.8559180251226719
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,107,,0.8869228642521426,0.8701627528358459,0.8032710039486037,0.8885526973165907
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,108,,0.9259077526987244,0.9085703051494016,0.9091272800276397,0.9278460872884068
canonical_protocol_only,acc16_hr,overlapping,baseline,random_forest,109,,0.826530612244898,1.0,0.1810055865921787,0.905027932960894
