dataset,feature_set,window_type,task,sessions,variant_name,eval_protocol,model,eval_unit,fold,fold_subject,test_subject,validation_subject,n_train_windows,n_val_windows,n_test_windows,n_test_windows_raw,n_train_eval_samples,n_val_eval_samples,n_test_eval_samples,n_test_predictions,n_test_classes,total_params,trainable_params,non_trainable_params,parameter_size_mb_float32,standardize_input,class_balanced_loss,label_smoothing,lr,optimizer,weight_decay,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,1,101,101,102,22221,4095,3883,3883,22158,4086,3874,3874,12,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.8182756840474962,0.8005913035149534,0.7961295588149992,0.8056367014870078,0.838250916046881,0.8005913035149534
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,2,102,102,103,23396,2708,4095,4095,23333,2699,4086,4086,12,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.7351933431228586,0.7434008076819527,0.7090376801198429,0.7029316327385957,0.8219825136675961,0.7434008076819527
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,3,103,103,104,23892,3599,2708,2708,23829,3590,2699,2699,8,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.8873656909966654,0.8864925871452108,0.598744236611212,0.8943609303318816,0.6095509688833342,0.5909950580968073
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,4,104,104,105,22364,4236,3599,3599,22301,4227,3590,3590,10,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.9323119777158775,0.9347703222579516,0.7788818523798154,0.9353784790909844,0.782473719638026,0.778975268548293
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,5,105,105,106,22076,3887,4236,4236,22013,3878,4227,4227,12,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.9143600662408328,0.9115959625105828,0.911655473100932,0.9153964165217989,0.9157696451966353,0.9115959625105828
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,6,106,106,107,22695,3617,3887,3887,22632,3608,3878,3878,12,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.8880866425992779,0.8271119511221467,0.8171901993311906,0.8872108100819259,0.8197863263178583,0.8271119511221467
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,7,107,107,108,22506,4076,3617,3617,22443,4067,3608,3608,11,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.9478935698447893,0.931416867393716,0.8589836150933282,0.94824888930266,0.8696526397324286,0.8537987951109063
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,8,108,108,109,26025,98,4076,4076,25962,89,4067,4067,12,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.4430784361937546,0.4630401806974189,0.37944154813340925,0.40205221772650385,0.548542087069854,0.4630401806974189
pamap2,acc16_hr,overlapping,protocol12,protocol,v3_residual_arch,loso,improved_gnn_lstm_res,sequence,9,109,109,101,26218,3883,98,98,26155,3874,89,89,1,11160333,11160333,0,42.57329177856445,False,False,0.0,0.0003,adam,0.0,0.9213483146067416,0.9213483146067416,0.07992202729044834,0.9590643274853801,0.08333333333333333,0.07677902621722847
