Dataset,Subject,Calibration_Percentage,Fine_Tuning_Strategy,Model,Uncalibrated_Accuracy,Calibrated_Accuracy,Accuracy_Improvement,Uncalibrated_Macro_F1,Calibrated_Macro_F1,Macro_F1_Improvement
hhar,c,5.00,classifier_head_only,Flatten_LSTM,43.80,44.00,0.20,39.57,40.00,0.43
hhar,c,5.00,full_model,Flatten_LSTM,43.80,44.21,0.41,39.57,40.12,0.55
hhar,c,10.00,classifier_head_only,Flatten_LSTM,43.80,45.56,1.76,39.57,42.02,2.45
hhar,c,10.00,full_model,Flatten_LSTM,43.80,44.00,0.20,39.57,37.71,-1.86
hhar,d,0.00,N/A,Flatten_LSTM,58.60,58.60,0.00,53.52,53.52,0.00
hhar,d,1.00,classifier_head_only,Flatten_LSTM,58.60,52.73,-5.87,53.52,42.85,-10.67
hhar,d,1.00,full_model,Flatten_LSTM,58.60,60.81,2.21,53.52,51.27,-2.25
hhar,d,5.00,classifier_head_only,Flatten_LSTM,58.60,53.68,-4.92,53.52,43.87,-9.65
hhar,d,5.00,full_model,Flatten_LSTM,58.60,64.00,5.40,53.52,54.20,0.68
hhar,d,10.00,classifier_head_only,Flatten_LSTM,58.60,57.78,-0.82,53.52,48.01,-5.51
hhar,d,10.00,full_model,Flatten_LSTM,58.60,65.78,7.18,53.52,55.49,1.97
hhar,e,0.00,N/A,Flatten_LSTM,60.60,60.60,0.00,56.15,56.15,0.00
hhar,e,1.00,classifier_head_only,Flatten_LSTM,60.60,60.20,-0.40,56.15,53.17,-2.98
hhar,e,1.00,full_model,Flatten_LSTM,60.60,57.37,-3.23,56.15,50.72,-5.42
hhar,e,5.00,classifier_head_only,Flatten_LSTM,60.60,61.47,0.87,56.15,57.44,1.29
hhar,e,5.00,full_model,Flatten_LSTM,60.60,61.26,0.66,56.15,57.18,1.04
hhar,e,10.00,classifier_head_only,Flatten_LSTM,60.60,60.44,-0.16,56.15,55.89,-0.25
hhar,e,10.00,full_model,Flatten_LSTM,60.60,64.22,3.62,56.15,60.50,4.35
hhar,f,0.00,N/A,Flatten_LSTM,50.80,50.80,0.00,47.09,47.09,0.00
hhar,f,1.00,classifier_head_only,Flatten_LSTM,50.80,49.90,-0.90,47.09,40.31,-6.77
hhar,f,1.00,full_model,Flatten_LSTM,50.80,50.71,-0.09,47.09,41.36,-5.73
hhar,f,5.00,classifier_head_only,Flatten_LSTM,50.80,53.26,2.46,47.09,50.33,3.25
hhar,f,5.00,full_model,Flatten_LSTM,50.80,59.58,8.78,47.09,56.64,9.55
hhar,f,10.00,classifier_head_only,Flatten_LSTM,50.80,54.67,3.87,47.09,51.81,4.72
hhar,f,10.00,full_model,Flatten_LSTM,50.80,61.33,10.53,47.09,58.60,11.52
hhar,g,0.00,N/A,Flatten_LSTM,58.40,58.40,0.00,52.97,52.97,0.00
hhar,g,1.00,classifier_head_only,Flatten_LSTM,58.40,63.03,4.63,52.97,49.82,-3.15
hhar,g,1.00,full_model,Flatten_LSTM,58.40,69.09,10.69,52.97,55.60,2.63
hhar,g,5.00,classifier_head_only,Flatten_LSTM,58.40,61.68,3.28,52.97,55.20,2.23
hhar,g,5.00,full_model,Flatten_LSTM,58.40,56.21,-2.19,52.97,53.14,0.17
hhar,g,10.00,classifier_head_only,Flatten_LSTM,58.40,63.33,4.93,52.97,56.81,3.84
hhar,g,10.00,full_model,Flatten_LSTM,58.40,66.22,7.82,52.97,59.15,6.18
hhar,h,0.00,N/A,Flatten_LSTM,53.40,53.40,0.00,49.74,49.74,0.00
hhar,h,1.00,classifier_head_only,Flatten_LSTM,53.40,54.75,1.35,49.74,51.24,1.50
hhar,h,1.00,full_model,Flatten_LSTM,53.40,66.67,13.27,49.74,62.70,12.97
hhar,h,5.00,classifier_head_only,Flatten_LSTM,53.40,54.95,1.55,49.74,51.15,1.41
hhar,h,5.00,full_model,Flatten_LSTM,53.40,69.68,16.28,49.74,65.48,15.74
hhar,h,10.00,classifier_head_only,Flatten_LSTM,53.40,55.78,2.38,49.74,52.21,2.47
hhar,h,10.00,full_model,Flatten_LSTM,53.40,70.22,16.82,49.74,66.40,16.66
hhar,i,0.00,N/A,Flatten_LSTM,50.00,50.00,0.00,43.69,43.69,0.00
hhar,i,1.00,classifier_head_only,Flatten_LSTM,50.00,50.30,0.30,43.69,44.44,0.75
hhar,i,1.00,full_model,Flatten_LSTM,50.00,64.04,14.04,43.69,58.46,14.77
hhar,i,5.00,classifier_head_only,Flatten_LSTM,50.00,50.11,0.11,43.69,44.40,0.72
hhar,i,5.00,full_model,Flatten_LSTM,50.00,70.95,20.95,43.69,69.09,25.40
hhar,i,10.00,classifier_head_only,Flatten_LSTM,50.00,51.78,1.78,43.69,46.15,2.46
hhar,i,10.00,full_model,Flatten_LSTM,50.00,68.44,18.44,43.69,67.35,23.66
hhar,a,0.00,N/A,Improved_GNN_LSTM,44.20,44.20,0.00,33.55,33.55,0.00
hhar,a,1.00,classifier_head_only,Improved_GNN_LSTM,44.20,43.84,-0.36,33.55,32.81,-0.74
hhar,a,1.00,full_model,Improved_GNN_LSTM,44.20,59.19,14.99,33.55,48.78,15.23
hhar,a,5.00,classifier_head_only,Improved_GNN_LSTM,44.20,44.21,0.01,33.55,33.39,-0.17
hhar,a,5.00,full_model,Improved_GNN_LSTM,44.20,65.05,20.85,33.55,53.77,20.22
hhar,a,10.00,classifier_head_only,Improved_GNN_LSTM,44.20,43.56,-0.64,33.55,32.60,-0.95
hhar,a,10.00,full_model,Improved_GNN_LSTM,44.20,61.11,16.91,33.55,50.52,16.96
hhar,b,0.00,N/A,Improved_GNN_LSTM,64.40,64.40,0.00,54.99,54.99,0.00
hhar,b,1.00,classifier_head_only,Improved_GNN_LSTM,64.40,63.84,-0.56,54.99,54.30,-0.69
hhar,b,1.00,full_model,Improved_GNN_LSTM,64.40,64.24,-0.16,54.99,54.41,-0.58
hhar,b,5.00,classifier_head_only,Improved_GNN_LSTM,64.40,64.42,0.02,54.99,54.94,-0.05
hhar,b,5.00,full_model,Improved_GNN_LSTM,64.40,65.26,0.86,54.99,56.88,1.89
hhar,b,10.00,classifier_head_only,Improved_GNN_LSTM,64.40,64.67,0.27,54.99,54.97,-0.02
hhar,b,10.00,full_model,Improved_GNN_LSTM,64.40,66.44,2.04,54.99,56.28,1.29
hhar,c,0.00,N/A,Improved_GNN_LSTM,46.40,46.40,0.00,34.45,34.45,0.00
hhar,c,1.00,classifier_head_only,Improved_GNN_LSTM,46.40,46.87,0.47,34.45,34.45,0.01
hhar,c,1.00,full_model,Improved_GNN_LSTM,46.40,45.05,-1.35,34.45,33.01,-1.44
hhar,c,5.00,classifier_head_only,Improved_GNN_LSTM,46.40,46.95,0.55,34.45,34.72,0.27
hhar,c,5.00,full_model,Improved_GNN_LSTM,46.40,46.11,-0.29,34.45,34.15,-0.30
hhar,c,10.00,classifier_head_only,Improved_GNN_LSTM,46.40,46.67,0.27,34.45,34.50,0.06
hhar,c,10.00,full_model,Improved_GNN_LSTM,46.40,46.44,0.04,34.45,34.46,0.01
hhar,d,0.00,N/A,Improved_GNN_LSTM,62.20,62.20,0.00,58.04,58.04,0.00
hhar,d,1.00,classifier_head_only,Improved_GNN_LSTM,62.20,55.56,-6.64,58.04,44.86,-13.18
hhar,d,1.00,full_model,Improved_GNN_LSTM,62.20,65.86,3.66,58.04,55.33,-2.71
hhar,d,5.00,classifier_head_only,Improved_GNN_LSTM,62.20,58.74,-3.46,58.04,49.80,-8.25
hhar,d,5.00,full_model,Improved_GNN_LSTM,62.20,68.84,6.64,58.04,61.24,3.20
hhar,d,10.00,classifier_head_only,Improved_GNN_LSTM,62.20,58.00,-4.20,58.04,47.79,-10.25
hhar,d,10.00,full_model,Improved_GNN_LSTM,62.20,68.67,6.47,58.04,58.05,0.01
hhar,e,0.00,N/A,Improved_GNN_LSTM,46.60,46.60,0.00,36.50,36.50,0.00
hhar,e,1.00,classifier_head_only,Improved_GNN_LSTM,46.60,50.71,4.11,36.50,43.65,7.15
hhar,e,1.00,full_model,Improved_GNN_LSTM,46.60,63.64,17.04,36.50,55.09,18.59
hhar,e,5.00,classifier_head_only,Improved_GNN_LSTM,46.60,51.37,4.77,36.50,44.43,7.93
hhar,e,5.00,full_model,Improved_GNN_LSTM,46.60,62.32,15.72,36.50,53.24,16.74
hhar,e,10.00,classifier_head_only,Improved_GNN_LSTM,46.60,52.22,5.62,36.50,45.88,9.38
hhar,e,10.00,full_model,Improved_GNN_LSTM,46.60,63.56,16.96,36.50,57.29,20.79
hhar,f,0.00,N/A,Improved_GNN_LSTM,47.60,47.60,0.00,43.35,43.35,0.00
hhar,f,1.00,classifier_head_only,Improved_GNN_LSTM,47.60,47.47,-0.13,43.35,44.59,1.24
hhar,f,1.00,full_model,Improved_GNN_LSTM,47.60,44.04,-3.56,43.35,40.11,-3.25
hhar,f,5.00,classifier_head_only,Improved_GNN_LSTM,47.60,48.84,1.24,43.35,44.21,0.86
hhar,f,5.00,full_model,Improved_GNN_LSTM,47.60,53.05,5.45,43.35,47.53,4.17
hhar,f,10.00,classifier_head_only,Improved_GNN_LSTM,47.60,52.00,4.40,43.35,51.95,8.60
hhar,f,10.00,full_model,Improved_GNN_LSTM,47.60,58.22,10.62,43.35,55.60,12.24
hhar,g,0.00,N/A,Improved_GNN_LSTM,60.00,60.00,0.00,52.78,52.78,0.00
hhar,g,1.00,classifier_head_only,Improved_GNN_LSTM,60.00,58.18,-1.82,52.78,49.95,-2.83
hhar,g,1.00,full_model,Improved_GNN_LSTM,60.00,63.84,3.84,52.78,54.05,1.27
hhar,g,5.00,classifier_head_only,Improved_GNN_LSTM,60.00,57.68,-2.32,52.78,49.82,-2.97
hhar,g,5.00,full_model,Improved_GNN_LSTM,60.00,69.89,9.89,52.78,62.69,9.91
hhar,g,10.00,classifier_head_only,Improved_GNN_LSTM,60.00,58.00,-2.00,52.78,49.22,-3.56
hhar,g,10.00,full_model,Improved_GNN_LSTM,60.00,70.67,10.67,52.78,62.65,9.87
hhar,h,0.00,N/A,Improved_GNN_LSTM,51.20,51.20,0.00,46.26,46.26,0.00
hhar,h,1.00,classifier_head_only,Improved_GNN_LSTM,51.20,47.88,-3.32,46.26,39.20,-7.06
hhar,h,1.00,full_model,Improved_GNN_LSTM,51.20,52.73,1.53,46.26,48.18,1.92
hhar,h,5.00,classifier_head_only,Improved_GNN_LSTM,51.20,49.05,-2.15,46.26,41.31,-4.95
hhar,h,5.00,full_model,Improved_GNN_LSTM,51.20,54.11,2.91,46.26,51.32,5.07
hhar,h,10.00,classifier_head_only,Improved_GNN_LSTM,51.20,48.44,-2.76,46.26,40.20,-6.05
hhar,h,10.00,full_model,Improved_GNN_LSTM,51.20,63.11,11.91,46.26,58.24,11.99
hhar,i,0.00,N/A,Improved_GNN_LSTM,58.00,58.00,0.00,51.23,51.23,0.00
hhar,i,1.00,classifier_head_only,Improved_GNN_LSTM,58.00,58.18,0.18,51.23,51.87,0.64
hhar,i,1.00,full_model,Improved_GNN_LSTM,58.00,56.77,-1.23,51.23,53.04,1.81
hhar,i,5.00,classifier_head_only,Improved_GNN_LSTM,58.00,59.16,1.16,51.23,52.84,1.61
hhar,i,5.00,full_model,Improved_GNN_LSTM,58.00,54.74,-3.26,51.23,52.02,0.79
hhar,i,10.00,classifier_head_only,Improved_GNN_LSTM,58.00,59.11,1.11,51.23,53.06,1.83
hhar,i,10.00,full_model,Improved_GNN_LSTM,58.00,53.56,-4.44,51.23,50.76,-0.47
