dataset,model,eval_unit,folds,overfit_risk_score_mean,overfit_risk_score_max,train_val_macro_f1_gap_mean,val_test_macro_f1_gap_mean,val_macro_f1_drop_mean,overfit_flag_f1_gap_gt_0_15_rate,overfit_flag_val_drop_gt_0_10_rate,overfit_flag_val_test_gap_gt_0_15_rate
pamap2,gnn_learnable_adj,window,9,0.3664882906786705,0.7945235566762425,0.20659252339647013,0.04274937934658637,0.040839624766480016,0.3333333333333333,0.1111111111111111,0.3333333333333333
