"dataset","eval_protocol","model","eval_unit","n_samples","n_eval_samples","n_folds","runtime_sec","total_params","trainable_params","non_trainable_params","parameter_size_mb_float32","n_nodes","node_feat_dim","accuracy","balanced_accuracy","macro_f1","weighted_f1","macro_precision","macro_recall","subject_macro_accuracy_mean","subject_macro_accuracy_std","subject_macro_f1_mean","subject_macro_f1_std","feature_set","window_type","task","sessions"
"pamap2","loso","gnn_learnable_adj","window","30199","30199","9","411.43258833885193","11061","11061","0","0.042194366455078125","13","23","0.7404549819530448","0.7342283298283031","0.7316265231012246","0.7422033443392214","0.7382741111321917","0.7342283298283031","0.7481686129663224","0.12556255044421608","0.5932707749078373","0.2363607814802396","acc16_hr","overlapping","protocol12","protocol"
