epoch,train_loss,val_loss,train_acc,val_acc,train_macro_f1,val_macro_f1
1,0.5532155782436661,0.6918574571609497,0.8447646493756004,0.8469387755102041,0.8431399975625583,0.07642725598526703
2,0.3270713055626231,0.5034409761428833,0.9091258405379443,0.8775510204081632,0.9110494257833576,0.07789855072463768
3,0.28483976076075257,0.7644974589347839,0.919462055715658,0.8469387755102041,0.9214742984572483,0.07642725598526703
4,0.25631540219790655,0.420678973197937,0.9263784822286263,0.9081632653061225,0.9276915596562861,0.07932263814616757
5,0.23593721516365965,0.46302348375320435,0.9307588856868396,0.8979591836734694,0.931370579297513,0.07885304659498209
6,0.21571703574213125,0.4428248405456543,0.934985590778098,0.8877551020408163,0.9356111906236416,0.07837837837837838
7,0.2012640468136378,0.38339996337890625,0.9405955811719501,0.9183673469387755,0.9406246072566348,0.0797872340425532
8,0.1898124187337333,0.964343786239624,0.942478386167147,0.8061224489795918,0.9423575289844042,0.0743879472693032
9,0.17638852606875524,0.819165825843811,0.946359269932757,0.8571428571428571,0.9459625847784342,0.07692307692307693
10,0.1711384000916188,0.6191173791885376,0.9476272814601345,0.8775510204081632,0.9469919314850276,0.07789855072463768
11,0.15652009489785926,0.6447257399559021,0.9503554274735831,0.8673469387755102,0.9490472767756329,0.07741347905282332
12,0.15163456711341966,0.5682531595230103,0.9520076849183478,0.9081632653061225,0.9511836855358725,0.07932263814616757
13,0.1395113806339208,0.7587488889694214,0.9568491834774255,0.8673469387755102,0.9561407694786324,0.07741347905282332
14,0.10917596339606872,0.8050700426101685,0.9649183477425552,0.8673469387755102,0.9637534702876042,0.07741347905282332
15,0.10033670498854431,0.739898681640625,0.9667627281460135,0.8673469387755102,0.964998400610961,0.07741347905282332
